"distance","Altitude","color_packed","intensity","Classification","coords"
"1903.18","1062.0890","103 89 80","45","2","2553676.002617 1215790.747219"
"1903.7","1062.0450","107 93 83","120","2","2553676.451617 1215790.436219"
"1903.97","1068.3990","103 91 82","20","6","2553676.2046169997 1215789.865219"
"1905.89","1067.1410","51 47 47","69","6","2553679.880617 1215790.513219"
"1907.11","1062.0360","104 93 84","154","2","2553680.2276169998 1215789.196219"
"1908.47","1067.9570","106 92 81","183","6","2553680.5819369997 1215787.702219"
"1908.47","1067.9570","106 92 81","183","6","2553680.5826169997 1215787.703219"
"1908.82","1065.7860","103 90 82","77","6","2553683.585617 1215789.838219"
"1910.77","1065.0080","104 92 81","27","6","2553680.601617 1215784.679219"
"1911.08","1067.7570","104 93 84","64","6","2553682.942617 1215786.294219"
"1915.25","1068.0520","152 146 136","133","6","2553685.659617 1215783.132219"
"1916.15","1064.2570","92 92 89","144","22","2553684.1336169997 1215780.632219"
"1916.2","1067.6320","51 48 45","221","6","2553687.1439369996 1215783.159219"
"1916.2","1067.6320","51 48 45","221","6","2553687.144617 1215783.159219"
"1918.53","1062.1320","54 51 47","57","2","2553689.070617 1215781.750219"
"1923.76","1074.3170","95 88 86","171","6","2553691.368617 1215776.821219"
"1924.06","1066.3620","94 85 84","157","22","2553692.627617 1215777.507219"
"1924.19","1070.3220","99 92 90","106","22","2553691.8666169997 1215776.679219"
"1924.38","1064.5380","107 101 99","8","22","2553691.313937 1215775.956219"
"1924.38","1064.5380","107 101 99","8","22","2553691.314617 1215775.956219"
"1924.52","1064.1280","75 73 75","114","22","2553690.517617 1215775.078219"
"1924.56","1072.8750","90 85 85","151","22","2553690.3149369997 1215774.858219"
"1924.56","1072.8750","90 85 85","151","22","2553690.3156169998 1215774.858219"
"1928.52","1072.7770","91 83 83","135","6","2553694.4206169997 1215773.166219"
"1933.18","1074.5070","83 76 77","177","6","2553698.346617 1215770.395219"
"1936.59","1074.9710","99 89 85","39","6","2553698.817617 1215766.305219"
"1941.33","1075.0170","105 96 90","77","6","2553702.607617 1215763.307219"
"1946.37","1074.6940","107 94 90","115","6","2553705.9776169998 1215759.557219"
"1949.8","1072.6490","109 94 87","0","6","2553707.6366169997 1215756.466219"
"1951.98","1069.5540","231 226 209","171","22","2553710.1706169997 1215755.768219"
"1952.15","1073.7510","242 235 222","101","6","2553709.0729369996 1215754.598219"
"1952.15","1073.7510","242 235 222","101","6","2553709.073617 1215754.598219"
"1952.81","1074.6490","98 87 60","183","6","2553710.9376169997 1215755.338219"
"1954.24","1066.3820","149 137 120","33","2","2553709.463617 1215752.172219"
"1954.67","1066.4010","154 142 123","140","2","2553709.992937 1215752.061219"
"1954.67","1066.4010","154 142 123","140","2","2553709.993617 1215752.061219"
"1957.42","1066.5450","107 99 71","244","2","2553713.397617 1215751.376219"
"1962.6","1069.0910","64 58 50","150","3","2553716.502617 1215747.206219"
"1965.42","1069.0820","73 69 69","200","2","2553716.401937 1215743.395219"
"1965.42","1069.0820","73 69 69","200","2","2553716.402617 1215743.395219"
"1966.64","1074.9030","109 96 88","27","6","2553719.337617 1215744.315219"
"1968.69","1074.9780","99 86 84","164","6","2553722.7749369997 1215744.581219"
"1968.69","1074.9780","99 86 84","164","6","2553722.775617 1215744.581219"
"1970.57","1075.6790","95 85 79","34","6","2553721.770617 1215741.226219"
"1974.4","1077.1340","133 121 108","102","6","2553724.685617 1215738.682219"
"1975.09","1079.0580","135 123 111","224","6","2553722.591617 1215735.956219"
"1977.86","1075.3770","131 118 107","183","6","2553727.7919369997 1215736.791219"
"1977.86","1075.3770","131 118 107","183","6","2553727.792617 1215736.791219"
"1978.08","1075.2880","132 119 108","8","6","2553727.604617 1215736.348219"
"1981.66","1073.8510","227 207 184","90","6","2553730.505617 1215734.122219"
"1981.87","1069.1320","170 154 134","115","2","2553727.792617 1215731.490219"
"1984.14","1069.7180","162 147 129","109","2","2553731.7046169997 1215731.872219"
"1986.01","1069.1200","78 78 44","206","2","2553729.801617 1215727.760219"
"1989.22","1069.5880","166 153 133","71","2","2553733.600937 1215726.794219"
"1989.22","1069.5880","166 153 133","71","2","2553733.601617 1215726.794219"
"1989.26","1069.5990","152 141 120","133","2","2553733.902617 1215727.007219"
"1991.88","1069.7960","115 102 90","21","2","2553737.946617 1215727.035219"
"1993.86","1076.6740","108 99 74","64","14","2553736.1536169997 1215722.872219"
"1994.62","1070.0550","107 98 72","132","2","2553737.425617 1215722.963219"
"1997.66","1071.7780","111 102 73","118","3","2553741.076617 1215722.105219"
"1998.5","1072.0880","107 98 66","63","2","2553738.6839369996 1215718.922219"
"1998.5","1072.0880","107 98 66","63","2","2553738.684617 1215718.922219"
"1998.76","1072.0850","109 101 69","50","3","2553738.238617 1215718.199219"
"1999.41","1079.0360","127 115 84","97","5","2553741.326617 1215720.003219"
"2002.12","1072.3370","108 98 70","100","2","2553741.980617 1215716.990219"
"2002.21","1077.4130","126 115 91","204","5","2553744.840617 1215719.345219"
"2005.09","1072.7380","108 98 73","181","2","2553745.9036169997 1215716.457219"
"2005.15","1072.8080","110 99 75","163","2","2553746.2579369997 1215716.679219"
"2005.15","1072.8080","110 99 75","163","2","2553746.2586169997 1215716.679219"
"2009","1073.5930","143 132 108","37","2","2553748.418617 1215713.463219"
"2011.9","1074.6280","124 109 87","12","2","2553748.310617 1215709.537219"
"2012.26","1074.7490","142 127 104","144","2","2553748.4849369996 1215709.213219"
"2012.26","1074.7490","142 127 104","144","2","2553748.485617 1215709.213219"
"2015.38","1075.7830","96 85 62","75","3","2553752.733617 1215708.754219"
"2017.98","1077.0930","97 86 67","44","3","2553752.165617 1215704.838219"
"2018.44","1081.8330","94 82 65","42","5","2553755.3919369997 1215707.010219"
"2018.44","1081.8330","94 82 65","42","5","2553755.392617 1215707.010219"
"2019.07","1081.2280","108 96 77","54","5","2553755.428617 1215706.210219"
"2021.27","1078.0620","87 80 69","206","7","2553752.8696169998 1215701.085219"
"2022.37","1077.9150","105 92 71","0","2","2553756.422617 1215702.706219"
"2024.39","1078.8070","111 99 74","43","3","2553756.1839369996 1215699.831219"
"2024.39","1078.8070","111 99 74","43","3","2553756.184617 1215699.831219"
"2025.3","1078.9500","87 76 55","100","2","2553756.340617 1215698.761219"
"2028.66","1079.4440","97 88 61","231","2","2553760.076617 1215697.548219"
"2032.1","1080.1160","62 59 53","219","2","2553760.559617 1215693.419219"
"2033.68","1080.1990","65 62 56","169","2","2553764.471617 1215694.713219"
"2034.09","1080.2980","54 53 47","168","2","2553763.5329369996 1215693.365219"
"2034.09","1080.2980","54 53 47","168","2","2553763.533617 1215693.365219"
"2036.75","1080.8460","48 48 47","219","3","2553764.267617 1215690.487219"
"2039.75","1081.3310","46 46 47","182","2","2553768.281617 1215689.983219"
"2040.44","1081.6700","43 45 47","26","2","2553765.7956169997 1215686.920219"
"2043.18","1082.3910","42 43 41","118","3","2553769.9429369997 1215686.892219"
"2043.18","1082.3910","42 43 41","118","3","2553769.943617 1215686.892219"
"2044.88","1082.8820","40 43 41","246","3","2553771.076617 1215685.626219"
"2045.73","1101.4420","48 52 44","132","5","2553770.6706169997 1215684.142219"
"2045.97","1106.1250","43 47 40","30","5","2553771.077617 1215684.186219"
"2046.18","1090.5470","49 53 44","5","5","2553770.5529369996 1215683.456219"
"2046.18","1090.5470","49 53 44","5","5","2553770.553617 1215683.456219"
"2046.27","1092.9470","43 46 41","135","5","2553770.0486169998 1215682.895219"
"2046.41","1094.9980","65 69 56","120","5","2553772.693617 1215684.993219"
"2046.61","1090.9850","71 72 51","0","5","2553773.668617 1215685.571219"
"2046.71","1107.1290","84 85 67","189","5","2553773.4649369996 1215685.264219"
"2046.71","1107.1290","84 85 67","189","5","2553773.465617 1215685.264219"
"2046.8","1097.1570","45 48 42","187","5","2553770.3156169998 1215682.423219"
"2047.47","1109.4670","47 47 40","198","5","2553773.536617 1215684.322219"
"2047.97","1108.8540","80 79 60","79","5","2553770.911617 1215681.392219"
"2048.29","1099.2210","57 57 44","0","5","2553774.2076169997 1215683.818219"
"2048.49","1103.7450","68 67 52","8","5","2553774.317617 1215683.649219"
"2049.13","1112.6200","66 64 41","102","5","2553772.346617 1215681.098219"
"2049.27","1114.4730","105 103 74","117","5","2553773.2839369997 1215681.733219"
"2049.27","1114.4730","105 103 74","117","5","2553773.284617 1215681.733219"
"2049.37","1103.2520","101 98 69","151","5","2553771.301617 1215679.876219"
"2049.88","1114.6150","95 94 66","186","5","2553773.5849369997 1215681.176219"
"2049.97","1115.6650","78 74 42","113","5","2553774.7616169997 1215682.084219"
"2050.47","1090.9400","84 84 60","67","5","2553772.341617 1215679.331219"
"2050.62","1084.6230","82 80 49","0","2","2553775.590617 1215681.940219"
"2050.67","1097.3370","92 91 64","205","5","2553772.1929369997 1215678.929219"
"2050.67","1097.3370","92 91 64","205","5","2553772.193617 1215678.929219"
"2050.74","1097.6360","67 68 46","134","5","2553772.488617 1215679.102219"
"2051.04","1095.0780","38 38 43","184","5","2553775.2246169997 1215681.071219"
"2051.24","1085.0450","40 42 23","0","2","2553772.993617 1215678.876219"
"2051.24","1090.6960","50 51 38","0","5","2553776.2076169997 1215681.656219"
"2051.24","1107.3370","75 73 51","208","5","2553776.573617 1215681.966219"
"2051.42","1106.8860","54 54 44","161","5","2553773.7246169997 1215679.261219"
"2051.58","1101.0890","25 29 32","98","5","2553774.951617 1215680.109219"
"2051.66","1085.0100","55 54 53","116","2","2553775.7979369997 1215680.747219"
"2051.66","1085.0100","55 54 53","116","2","2553775.7986169998 1215680.747219"
"2052.85","1110.3420","30 35 42","7","5","2553775.590617 1215678.986219"
"2053.83","1110.9230","37 40 44","39","5","2553774.903937 1215677.095219"
"2054.3","1085.8900","34 36 42","83","3","2553777.378617 1215678.615219"
"2054.86","1092.2350","41 44 46","158","5","2553778.6099369996 1215678.942219"
"2054.86","1092.2350","41 44 46","158","5","2553778.610617 1215678.943219"
"2055.01","1097.1830","30 31 38","205","5","2553776.863617 1215677.234219"
"2055.16","1091.9270","43 47 43","252","5","2553778.756617 1215678.670219"
"2055.63","1105.8690","34 36 41","215","5","2553776.650617 1215676.233219"
"2055.93","1086.4910","42 44 42","0","2","2553775.576617 1215674.903219"
"2056.48","1101.4000","30 32 39","0","5","2553778.178617 1215676.432219"
"2056.77","1100.6720","39 42 44","219","5","2553779.8519369997 1215677.493219"
"2056.77","1100.6720","39 42 44","219","5","2553779.8526169998 1215677.493219"
"2058.1","1090.5070","36 38 41","0","5","2553778.934617 1215674.940219"
"2058.6","1086.7820","34 36 33","243","2","2553781.3326169997 1215676.358219"
"2058.91","1109.8450","35 40 43","22","5","2553778.250617 1215673.278219"
"2058.96","1099.2060","42 44 45","212","5","2553781.539617 1215676.061219"
"2059.4","1103.3130","29 33 39","212","5","2553782.101617 1215675.959219"
"2059.48","1105.9380","49 51 49","227","5","2553779.9406169998 1215673.983219"
"2060.18","1108.5240","67 70 48","23","5","2553779.1329369997 1215672.365219"
"2060.18","1108.5240","67 70 48","23","5","2553779.1336169997 1215672.365219"
"2060.66","1102.3530","64 66 43","132","5","2553779.351617 1215671.919219"
"2061.23","1087.4250","50 53 43","5","2","2553783.2379369996 1215674.520219"
"2061.23","1087.4250","50 53 43","5","2","2553783.238617 1215674.520219"
"2062.65","1088.1800","48 48 35","66","2","2553782.0486169998 1215671.615219"
"2063.32","1106.2860","76 77 43","238","5","2553783.341617 1215671.851219"
"2063.37","1091.8680","34 38 38","179","5","2553781.489617 1215670.186219"
"2063.41","1093.9620","35 39 38","247","5","2553781.5169369997 1215670.148219"
"2063.41","1093.9620","35 39 38","247","5","2553781.517617 1215670.149219"
"2064.16","1097.7560","36 41 42","153","5","2553782.483617 1215670.000219"
"2065.01","1109.1870","34 39 40","164","5","2553782.624617 1215669.000219"
"2065.18","1101.4960","40 44 47","214","5","2553784.2299369997 1215670.159219"
"2065.18","1101.4960","40 44 47","214","5","2553784.230617 1215670.159219"
"2065.41","1101.0550","36 39 38","8","5","2553785.2956169997 1215670.771219"
"2065.58","1103.9110","34 36 40","0","5","2553782.8866169997 1215668.473219"
"2065.61","1088.7640","45 47 30","114","3","2553785.931617 1215671.057219"
"2066.99","1112.3750","59 60 41","144","5","2553784.8296169997 1215668.287219"
"2067.33","1096.0670","55 56 39","37","5","2553785.9206169997 1215668.774219"
"2068.16","1107.3930","82 80 50","26","5","2553786.0116169997 1215667.764219"
"2068.83","1109.9660","81 80 48","8","5","2553787.245937 1215667.936219"
"2068.83","1109.9660","81 80 48","8","5","2553787.246617 1215667.936219"
"2069.16","1103.7320","71 69 47","138","5","2553787.9946169998 1215668.153219"
"2070.58","1100.0050","72 72 39","86","5","2553787.793617 1215666.098219"
"2070.8","1110.9930","77 78 45","159","5","2553785.735617 1215664.030219"
"2071.04","1104.4880","81 82 49","84","5","2553786.476617 1215664.352219"
"2071.26","1096.2030","81 81 50","95","5","2553787.159617 1215664.652219"
"2071.63","1095.5500","83 84 48","96","5","2553789.1699369997 1215665.899219"
"2071.63","1095.5500","83 84 48","96","5","2553789.1706169997 1215665.899219"
"2071.81","1090.4670","80 81 47","37","2","2553788.074617 1215664.713219"
"2073.25","1093.2490","79 79 48","33","5","2553787.192617 1215662.054219"
"2073.29","1104.2160","82 83 52","248","5","2553786.9229369997 1215661.764219"
"2073.29","1104.2160","82 83 52","248","5","2553786.9236169998 1215661.764219"
"2075.5","1091.1480","76 78 46","144","2","2553791.324617 1215662.645219"
"2078.39","1091.8770","75 77 44","81","2","2553791.2616169997 1215658.774219"
"2080.08","1092.0730","76 78 43","180","2","2553792.9339369996 1215657.990219"
"2080.08","1092.0730","76 78 43","180","2","2553792.934617 1215657.990219"
"2081.53","1092.1500","77 80 43","106","2","2553795.471617 1215658.260219"
"2084.3","1092.7880","80 82 46","156","2","2553794.979617 1215654.176219"
"2086.97","1092.7990","80 83 46","118","2","2553799.047617 1215654.162219"
"2089.24","1093.5490","73 76 41","20","2","2553797.971617 1215650.233219"
"2092.51","1093.8510","82 84 48","75","2","2553802.027617 1215649.416219"
"2092.95","1093.8790","83 85 49","68","2","2553802.8259369996 1215649.534219"
"2092.95","1093.8790","83 85 49","68","2","2553802.826617 1215649.534219"
