"distance","Altitude","color_packed","intensity","Classification","coords"
"189.12","1108.2050","116 101 83","6","2","2552557.876617 1217089.897219"
"189.13","1116.3170","93 80 60","255","5","2552556.177617 1217088.423219"
"189.46","1124.7300","121 105 85","186","5","2552557.615617 1217089.227219"
"189.78","1120.9160","118 101 80","198","5","2552556.311617 1217087.680219"
"190.21","1111.2630","117 103 80","81","5","2552556.822617 1217087.545219"
"190.93","1116.8710","118 101 83","150","5","2552559.9139369996 1217089.266219"
"190.93","1116.8710","118 101 83","150","5","2552559.914617 1217089.266219"
"191.86","1114.2410","93 78 61","54","5","2552559.484617 1217087.666219"
"192.03","1128.1870","80 73 51","54","5","2552560.130617 1217088.002219"
"192.74","1131.0600","97 93 59","32","5","2552557.9776169998 1217085.201219"
"192.84","1122.1190","98 87 65","0","5","2552559.997617 1217086.819219"
"193.48","1125.6390","124 103 80","29","5","2552558.7986169998 1217084.931219"
"193.71","1106.6770","105 97 67","161","2","2552560.8836169997 1217086.427219"
"195.02","1106.1870","116 99 76","0","2","2552559.1809369996 1217083.226219"
"195.29","1106.0910","113 95 72","191","2","2552559.240617 1217082.924219"
"195.32","1116.4150","132 114 87","172","5","2552561.214617 1217084.595219"
"195.77","1109.9820","130 111 88","120","5","2552559.697617 1217082.683219"
"196.66","1120.9530","117 103 73","255","5","2552563.439617 1217084.745219"
"196.83","1122.8800","126 111 81","181","5","2552560.8739369996 1217082.303219"
"196.83","1122.8800","126 111 81","181","5","2552560.874617 1217082.303219"
"197.35","1118.3430","139 129 99","196","5","2552560.331617 1217081.139219"
"197.62","1105.6390","91 81 59","193","3","2552563.683617 1217083.678219"
"197.72","1131.8390","113 102 72","245","5","2552561.3739369996 1217081.551219"
"199.34","1106.5730","108 93 67","0","4","2552561.460617 1217079.495219"
"199.93","1105.0000","68 59 57","212","2","2552564.193937 1217081.067219"
"199.93","1105.0000","68 59 57","212","2","2552564.193617 1217081.067219"
"201.22","1111.1960","138 124 100","198","5","2552562.853617 1217078.211219"
"201.34","1106.5930","95 78 73","3","6","2552566.893617 1217081.546219"
"202.32","1104.0330","127 117 90","100","3","2552563.4206169997 1217077.245219"
"204.45","1106.4890","166 144 127","158","6","2552566.530617 1217077.110219"
"204.97","1103.8570","85 83 79","63","22","2552569.397617 1217078.9112190001"
"205.91","1102.9330","94 84 65","58","3","2552566.859617 1217075.467219"
"208.66","1102.0840","93 84 62","62","2","2552571.880617 1217076.178219"
"209.42","1105.1510","99 89 66","0","5","2552571.034937 1217074.437219"
"209.42","1105.1510","99 89 66","0","5","2552571.034617 1217074.437219"
"209.42","1105.5310","89 80 63","158","5","2552568.325617 1217072.092219"
"211.65","1102.3420","86 73 60","163","4","2552571.879617 1217072.218219"
"211.68","1105.7140","89 76 63","36","5","2552572.207937 1217072.470219"
"213.35","1105.7830","79 69 61","226","5","2552571.240617 1217069.428219"
"214.75","1099.7570","67 63 42","143","2","2552574.934617 1217070.768219"
"214.85","1101.8750","77 67 56","84","5","2552572.237617 1217068.302219"
"217.03","1101.8040","108 93 76","0","5","2552573.394937 1217066.424219"
"217.03","1101.8040","108 93 76","0","5","2552573.395617 1217066.424219"
"217.44","1098.1270","77 71 55","163","3","2552575.167937 1217067.417219"
"217.48","1098.1320","73 64 53","241","3","2552574.8526169998 1217067.092219"
"217.92","1102.2050","71 62 49","190","5","2552576.3126169997 1217067.768219"
"218.29","1105.6300","123 110 92","130","5","2552574.700617 1217065.881219"
"220.95","1104.6320","98 87 72","210","5","2552579.021617 1217066.103219"
"221.22","1096.6230","149 138 114","39","2","2552577.052617 1217064.043219"
"222.21","1096.2480","128 115 96","182","7","2552578.3029369996 1217063.819219"
"222.21","1096.2480","128 115 96","182","7","2552578.303617 1217063.819219"
"222.48","1105.6920","94 83 69","196","5","2552580.0359369996 1217064.9582190001"
"222.48","1105.6920","94 83 69","196","5","2552580.036617 1217064.958219"
"222.51","1100.7460","132 115 98","62","5","2552577.664617 1217062.866219"
"222.53","1115.2320","82 69 58","125","5","2552578.984617 1217063.988219"
"223.73","1107.8030","121 107 89","245","5","2552579.268617 1217062.637219"
"224.41","1119.7340","133 123 106","248","5","2552581.103617 1217063.333219"
"225.1","1096.3280","103 85 73","118","3","2552578.2446169998 1217059.950219"
"225.47","1095.6590","117 106 92","103","7","2552581.393617 1217062.180219"
"225.87","1102.5110","112 97 82","234","5","2552580.791617 1217061.129219"
"225.87","1111.7610","109 92 77","105","5","2552580.089617 1217060.522219"
"226.04","1112.8600","114 97 81","3","5","2552580.1239369996 1217060.3332190001"
"226.04","1112.8600","114 97 81","3","5","2552580.124617 1217060.333219"
"226.84","1106.1190","130 115 98","249","5","2552582.723617 1217061.515219"
"226.88","1116.2280","130 112 95","4","5","2552580.660617 1217059.677219"
"227.35","1106.4040","108 88 72","124","5","2552580.068617 1217058.549219"
"227.63","1117.1420","131 116 98","159","5","2552584.220617 1217061.761219"
"228.55","1094.4750","119 100 83","187","3","2552581.399617 1217058.113219"
"228.77","1119.9150","129 111 94","47","5","2552582.0656169998 1217058.398219"
"228.94","1097.7100","132 115 97","22","5","2552584.226617 1217060.039219"
"229.07","1109.5460","117 99 81","135","5","2552582.5286169997 1217058.397219"
"229.2","1099.2770","129 113 95","0","5","2552585.330937 1217060.658219"
"229.2","1099.2770","129 113 95","0","5","2552585.331617 1217060.658219"
"229.27","1120.9120","107 90 72","250","5","2552582.545937 1217058.147219"
"229.27","1120.9120","107 90 72","250","5","2552582.5456169997 1217058.147219"
"229.63","1113.4120","109 92 74","220","5","2552582.643617 1217057.755219"
"230.19","1093.9510","132 113 96","208","2","2552585.209617 1217059.241219"
"230.74","1119.8390","132 113 96","187","5","2552585.953617 1217059.148219"
"230.77","1106.6050","133 116 99","214","5","2552583.9479369996 1217057.3772190001"
"230.77","1106.6050","133 116 99","214","5","2552583.948617 1217057.377219"
"231.03","1106.2380","124 108 91","149","5","2552584.3496169997 1217057.386219"
"232.06","1110.4530","124 104 86","208","5","2552586.944617 1217058.272219"
"232.39","1093.1190","123 109 90","140","2","2552583.638617 1217054.975219"
"232.45","1118.2290","112 95 76","0","5","2552584.6336169997 1217055.752219"
"233.38","1113.9810","114 96 76","19","5","2552586.8749369998 1217056.456219"
"233.38","1113.9810","114 96 76","19","5","2552586.875617 1217056.456219"
"233.5","1113.2870","124 106 87","164","5","2552585.893617 1217055.455219"
"233.64","1107.4310","125 105 86","140","5","2552586.622937 1217055.902219"
"234.17","1100.7270","119 100 81","158","5","2552587.081617 1217055.592219"
"234.26","1104.5130","95 75 56","148","5","2552588.146617 1217056.393219"
"234.99","1107.1680","119 105 84","35","5","2552586.237617 1217053.782219"
"235.66","1091.8370","122 107 85","138","2","2552587.106617 1217053.650219"
"236.12","1097.2700","118 103 81","142","5","2552587.518617 1217053.400219"
"236.48","1113.9500","115 104 81","213","5","2552585.851617 1217051.474219"
"239.02","1110.9590","118 107 81","111","5","2552587.470617 1217049.522219"
"239.03","1107.5070","118 104 80","107","5","2552589.532617 1217051.285219"
"239.1","1101.1650","116 103 79","42","5","2552589.221617 1217050.931219"
"239.76","1090.5440","126 115 88","15","2","2552589.049617 1217049.914219"
"239.84","1095.1830","125 112 87","93","5","2552590.109617 1217050.720219"
"239.94","1111.1630","126 111 88","61","5","2552591.0656169998 1217051.413219"
"240","1104.6580","119 109 81","73","5","2552588.032617 1217048.708219"
"240","1090.4300","129 113 92","199","2","2552592.166617 1217052.285219"
"240.68","1098.2060","105 95 66","89","5","2552588.524617 1217048.232219"
"240.69","1090.2410","128 117 90","33","2","2552590.309937 1217049.773219"
"240.69","1090.2410","128 117 90","33","2","2552590.309617 1217049.773219"
"241.98","1103.7950","120 109 80","37","5","2552592.248617 1217049.744219"
"242.42","1089.9190","117 110 77","120","2","2552589.6409369996 1217046.905219"
"242.83","1093.3840","124 112 87","142","5","2552593.794617 1217049.954219"
"243.36","1106.7900","120 115 79","248","5","2552590.856617 1217046.710219"
"243.56","1089.5470","121 118 79","169","2","2552590.576617 1217046.212219"
"244.14","1093.3300","122 117 80","64","5","2552591.720617 1217046.431219"
"244.61","1097.1940","120 116 79","2","5","2552591.507617 1217045.619219"
"245.31","1089.0330","130 123 90","32","3","2552594.353617 1217047.151219"
"247.45","1088.4350","109 106 62","189","2","2552593.139617 1217043.279219"
"247.68","1100.0480","121 118 73","116","5","2552593.5189369996 1217043.302219"
"247.68","1100.0480","121 118 73","116","5","2552593.519617 1217043.302219"
"248.12","1093.2460","118 116 68","0","5","2552594.2786169997 1217043.373219"
"248.45","1088.1940","117 116 66","155","2","2552594.705937 1217043.316219"
"248.45","1088.1940","117 116 66","155","2","2552594.706617 1217043.316219"
"249.18","1088.0440","121 117 75","131","3","2552596.910617 1217044.252219"
"253","1087.1230","106 102 59","181","2","2552599.115617 1217041.104219"
"255.23","1086.6340","212 201 166","131","2","2552601.9989369996 1217040.655219"
"255.23","1086.6340","212 201 166","131","2","2552601.999617 1217040.655219"
"255.25","1086.5850","114 112 63","174","2","2552597.936617 1217037.116219"
"256.93","1086.3430","217 207 169","113","2","2552602.015617 1217038.418219"
"257.11","1086.3170","173 164 127","250","2","2552602.7519369996 1217038.818219"
"260.76","1085.7660","193 182 145","51","2","2552605.280617 1217036.180219"
"262.97","1085.5640","122 120 73","131","2","2552604.052617 1217032.191219"
"264.26","1085.3240","191 179 140","162","2","2552607.812937 1217033.745219"
"264.26","1085.3240","191 179 140","162","2","2552607.8126169997 1217033.745219"
"264.69","1085.2290","209 196 159","150","2","2552608.6026169998 1217033.854219"
"266.83","1085.1940","117 115 64","236","3","2552607.3526169998 1217029.948219"
"269.33","1089.9940","131 125 92","191","23","2552610.285617 1217029.178219"
"270.88","1084.5950","148 141 118","59","2","2552610.305617 1217027.143219"
"272.4","1084.4640","164 161 137","83","2","2552610.6439369996 1217025.426219"
"274.92","1084.4400","152 151 129","197","2","2552612.876617 1217024.032219"
"278.5","1086.0460","113 107 86","196","4","2552614.9746169997 1217021.106219"
"281.57","1088.2190","108 102 82","0","5","2552618.368617 1217019.987219"
"281.84","1083.8260","84 80 56","112","2","2552617.436617 1217018.818219"
"283.17","1092.3530","92 83 64","209","5","2552620.081617 1217019.353219"
"285.51","1088.1520","114 108 75","37","5","2552619.936617 1217016.130219"
"285.76","1083.2140","113 108 73","0","3","2552620.004617 1217015.862219"
"286.53","1089.4120","119 111 81","43","5","2552621.187937 1217015.870219"
"286.53","1089.4120","119 111 81","43","5","2552621.1876169997 1217015.870219"
"286.81","1090.9490","100 89 66","132","5","2552622.922617 1217016.999219"
"289.21","1087.3050","112 108 70","33","5","2552623.155617 1217014.029219"
"289.28","1082.5470","112 108 73","32","2","2552623.497617 1217014.227219"
"289.35","1082.5680","99 98 57","137","2","2552621.4849369996 1217012.392219"
"289.99","1082.4020","103 100 59","12","2","2552622.636937 1217012.550219"
"289.99","1082.4020","103 100 59","12","2","2552622.6366169997 1217012.550219"
"291.44","1082.1650","106 106 63","30","2","2552622.302617 1217010.336219"
"293.2","1081.8100","168 170 129","31","2","2552626.362617 1217011.525219"
"297.31","1081.2290","118 118 73","218","2","2552626.941617 1217006.599219"
"299.58","1080.5980","106 107 61","144","2","2552630.404937 1217006.591219"
"299.58","1080.5980","106 107 61","144","2","2552630.405617 1217006.591219"
"301.04","1080.4300","111 110 69","68","2","2552630.0826169997 1217004.383219"
"304.03","1079.2090","107 110 64","212","2","2552633.7986169998 1217003.641219"
"306.12","1079.3440","95 98 53","62","2","2552632.555617 1216999.799219"
"308.82","1079.1210","104 106 60","237","2","2552636.633937 1216999.750219"
"309.12","1079.1380","108 110 64","68","2","2552637.0486169998 1216999.712219"
"310.02","1079.0540","102 104 59","187","3","2552634.464617 1216996.296219"
"312.97","1079.0660","107 108 64","93","2","2552638.5656169998 1216995.947219"
"316.54","1079.0950","103 103 60","56","2","2552639.715937 1216992.219219"
"316.54","1079.0950","103 103 60","56","2","2552639.716617 1216992.219219"
"317.07","1079.1800","117 116 74","87","2","2552641.4946169998 1216993.055219"
"317.75","1078.5640","109 109 67","131","2","2552638.9776169998 1216989.982219"
"320.84","1079.2260","98 99 56","37","2","2552644.9776169998 1216991.083219"
"321.53","1078.8730","95 96 55","249","2","2552642.4946169998 1216988.022219"
"324.13","1079.1490","108 110 67","50","2","2552646.323937 1216987.901219"
"324.13","1079.1490","108 110 67","50","2","2552646.324617 1216987.901219"
"324.74","1079.1690","105 108 64","249","3","2552647.156617 1216987.812219"
"325.66","1078.2450","102 104 61","50","2","2552644.737617 1216984.495219"
"328.75","1079.1240","108 110 65","211","2","2552649.3696169998 1216984.427219"
"329.52","1077.4760","105 107 62","69","2","2552647.231617 1216981.556219"
"332.6","1077.8490","117 116 71","106","2","2552651.223617 1216980.934219"
"336.27","1075.9980","102 102 56","200","2","2552652.997617 1216977.623219"
"338.78","1075.8100","123 123 75","100","2","2552656.9206169997 1216977.6882190001"
"339.24","1073.7860","115 114 70","138","2","2552653.064617 1216973.745219"
"339.85","1073.6990","109 108 64","225","2","2552653.812937 1216973.5832190001"
"339.85","1073.6990","109 108 64","225","2","2552653.8126169997 1216973.583219"
"342.22","1073.7990","102 103 57","69","2","2552658.339617 1216974.372219"
"343.04","1072.9060","115 110 73","105","2","2552655.862617 1216971.139219"
"345.65","1071.8240","153 150 120","65","2","2552659.788617 1216971.086219"
"347.56","1071.6840","187 182 149","245","7","2552658.9079369996 1216967.800219"
"347.56","1071.6840","187 182 149","245","7","2552658.908617 1216967.800219"
"350.16","1071.7360","181 175 142","114","2","2552662.443617 1216967.425219"
"350.39","1071.7220","148 143 110","164","2","2552660.184937 1216965.166219"
"353.92","1071.6380","89 88 52","0","2","2552665.916617 1216965.454219"
"355.09","1071.0120","112 110 63","205","2","2552665.870937 1216963.863219"
"355.09","1071.0120","112 110 63","205","2","2552665.871617 1216963.863219"
"355.8","1070.2590","102 99 53","87","2","2552664.718617 1216961.9382190001"
"358.99","1069.5280","99 97 48","206","2","2552668.453617 1216960.947219"
"362.69","1069.0160","107 106 59","162","2","2552672.508937 1216959.560219"
"362.69","1069.0160","107 106 59","162","2","2552672.5086169997 1216959.560219"
"362.86","1072.6390","155 152 110","166","5","2552670.3156169998 1216957.437219"
"363.31","1068.8460","109 109 59","93","2","2552671.998617 1216958.299219"
"364.16","1068.8620","151 145 119","129","2","2552669.6196169998 1216955.116219"
"368.39","1069.7630","91 85 60","135","4","2552672.197617 1216951.762219"
"368.92","1068.1700","150 145 120","198","2","2552675.257617 1216953.704219"
"369.88","1071.4240","101 95 66","0","5","2552674.122937 1216951.455219"
"369.88","1071.4240","101 95 66","0","5","2552674.122617 1216951.455219"
"371.88","1066.7590","98 97 48","6","2","2552674.240617 1216948.913219"
"372.64","1069.0750","78 75 54","161","4","2552677.106617 1216950.381219"
"374.7","1068.5020","95 97 54","28","4","2552676.559937 1216947.186219"
"375.63","1068.6620","117 119 55","187","4","2552677.123617 1216946.440219"
"376.58","1066.9780","111 108 67","18","2","2552680.410617 1216948.032219"
"377.19","1066.9340","154 148 120","14","3","2552680.549937 1216947.3402190001"
"377.19","1066.9340","154 148 120","14","3","2552680.550617 1216947.3402190001"
"379.26","1066.4990","116 114 67","125","2","2552679.970617 1216944.104219"
"380.46","1066.3790","119 119 71","55","2","2552684.015617 1216946.018219"
"383.02","1065.6600","109 103 74","229","2","2552681.538617 1216940.492219"
"384.01","1070.3620","97 96 48","129","6","2552682.416617 1216939.948219"
"386.81","1065.3990","169 166 133","76","2","2552687.456617 1216940.597219"
"387.16","1065.1650","127 120 97","167","2","2552684.4776169998 1216937.556219"
"390.51","1065.0920","99 101 54","93","2","2552688.292617 1216936.430219"
"394.64","1064.5940","97 97 56","106","2","2552690.8866169997 1216933.214219"
"397.42","1064.2680","92 92 52","32","2","2552691.514937 1216930.0832190001"
"397.42","1064.2680","92 92 52","32","2","2552691.514617 1216930.083219"
"398.25","1064.2650","90 91 48","199","2","2552694.399617 1216931.484219"
"401.24","1064.1720","87 87 45","94","2","2552694.7179369996 1216927.798219"
"402.09","1064.1430","89 91 45","244","2","2552697.578617 1216929.147219"
"402.48","1064.1740","90 92 49","149","2","2552694.643617 1216926.099219"
"405.36","1063.9870","88 88 50","0","2","2552696.3199369996 1216923.741219"
"405.36","1063.9870","88 88 50","0","2","2552696.320617 1216923.741219"
"406.21","1066.7570","92 89 85","85","22","2552700.164617 1216925.944219"
"406.44","1065.3720","190 186 171","57","23","2552697.210617 1216923.086219"
"407.24","1061.6360","91 91 86","238","2","2552698.745617 1216923.350219"
"407.54","1064.1200","69 70 69","142","2","2552701.451617 1216925.289219"
"408.21","1061.6930","65 65 57","81","2","2552699.298937 1216922.550219"
"409.51","1067.1360","232 231 216","49","6","2552700.5656169998 1216921.931219"
"410.53","1067.0930","202 199 177","24","6","2552701.462617 1216921.346219"
"411.92","1061.7780","62 64 52","200","2","2552701.465937 1216919.5192190001"
"411.92","1061.7780","62 64 52","200","2","2552701.465617 1216919.519219"
"413.44","1061.8080","64 67 47","18","2","2552701.465617 1216917.514219"
"414.79","1067.1190","208 205 178","128","6","2552704.411617 1216918.265219"
"416.72","1061.2540","65 63 51","41","2","2552705.198617 1216916.397219"
"417.15","1066.9300","217 210 180","206","6","2552706.9429369997 1216917.3402190001"
"417.15","1066.9300","217 210 180","206","6","2552706.942617 1216917.3402190001"
"418.67","1066.9660","210 205 175","200","6","2552707.286617 1216915.623219"
"419.49","1063.9490","238 236 214","248","6","2552705.817617 1216913.275219"
"422.11","1066.7520","138 138 119","60","6","2552710.964617 1216914.265219"
"422.39","1066.7280","103 98 77","122","6","2552708.127617 1216911.434219"
"423.28","1061.2320","109 103 79","142","2","2552710.6329369997 1216912.420219"
"423.28","1061.2320","109 103 79","142","2","2552710.632617 1216912.420219"
"423.34","1061.9020","104 101 81","186","4","2552709.018617 1216910.951219"
"423.42","1061.2320","178 167 138","240","2","2552712.289617 1216913.673219"
"423.98","1061.0960","103 101 56","137","2","2552708.4989369996 1216909.652219"
"426.61","1059.7250","117 113 65","212","2","2552711.684617 1216908.930219"
"430.11","1057.8050","98 99 51","93","2","2552714.135617 1216906.427219"
"430.71","1058.7180","100 101 56","218","6","2552716.008937 1216907.249219"
"430.71","1058.7180","100 101 56","218","6","2552716.0086169997 1216907.249219"
"432.7","1061.7650","122 120 76","111","14","2552714.3836169997 1216903.211219"
"433.86","1056.6690","97 98 58","24","3","2552717.090617 1216904.021219"
"436.68","1056.4260","101 101 54","157","2","2552716.641617 1216899.913219"
"437.8","1055.9840","125 122 103","97","2","2552720.291617 1216901.582219"
"438.73","1056.0260","136 133 113","222","2","2552720.154937 1216900.230219"
"442.01","1055.9620","143 142 123","190","2","2552722.522617 1216897.950219"
"444.5","1055.9700","149 148 123","252","2","2552722.1299369996 1216894.3132190001"
"444.5","1055.9700","149 148 123","252","2","2552722.129617 1216894.3132190001"
"444.83","1055.9550","152 149 127","202","2","2552722.203617 1216893.947219"
"445.72","1055.9960","65 65 67","92","2","2552726.033617 1216896.075219"
"448.46","1059.5270","50 51 49","47","6","2552727.297617 1216893.549219"
"448.76","1055.9930","69 66 60","222","2","2552725.368617 1216891.485219"
"449.05","1062.6700","131 130 108","233","6","2552725.419617 1216891.150219"
"452.82","1063.4100","123 113 95","82","6","2552727.271617 1216887.764219"
"453.2","1055.9160","111 114 66","187","3","2552729.8029369996 1216889.443219"
"453.7","1055.8760","133 130 91","150","2","2552730.0339369997 1216888.985219"
"453.7","1055.8760","133 130 91","150","2","2552730.033617 1216888.985219"
"454.59","1058.1800","129 119 103","38","22","2552731.967617 1216889.478219"
"455.2","1055.5710","146 142 104","144","2","2552729.843617 1216886.846219"
"458.53","1055.4600","109 109 63","1","3","2552732.903937 1216885.088219"
"460.16","1057.1570","114 113 67","153","4","2552734.234617 1216884.079219"
"461.2","1055.1810","134 125 99","158","3","2552732.6359369997 1216881.316219"
"461.2","1055.1810","134 125 99","158","3","2552732.635617 1216881.316219"
"462.18","1053.9740","126 122 81","45","3","2552737.252617 1216884.022219"
"463.81","1054.4200","100 100 57","125","3","2552735.646617 1216880.478219"
"467.9","1052.5580","150 146 120","204","2","2552739.016617 1216877.985219"
"468.34","1052.5260","150 146 120","253","7","2552739.2209369997 1216877.580219"
"468.34","1052.5260","150 146 120","253","7","2552739.220617 1216877.580219"
"472.4","1052.1900","145 142 117","54","7","2552740.547617 1216873.352219"
"474.54","1052.3520","136 133 110","185","7","2552745.098617 1216874.457219"
"477.24","1051.9200","136 131 112","198","2","2552744.527617 1216870.403219"
"477.38","1058.1860","124 121 104","211","5","2552745.240617 1216870.833219"
"478.25","1054.9910","94 94 57","140","5","2552747.396617 1216871.549219"
"478.43","1057.5950","167 163 138","67","5","2552745.4109369996 1216869.586219"
"478.43","1057.5950","167 163 138","67","5","2552745.410617 1216869.586219"
"479.92","1055.1700","145 139 116","139","5","2552745.783617 1216867.941219"
"480.62","1050.5650","143 139 110","15","2","2552748.490617 1216869.356219"
"482.77","1050.5930","100 100 96","96","7","2552747.411617 1216865.579219"
"485.21","1050.2850","143 137 116","99","7","2552751.550617 1216865.937219"
"487.94","1050.3020","76 77 78","97","7","2552750.689617 1216861.589219"
"488.84","1050.0800","85 82 79","91","7","2552755.161617 1216864.261219"
"489.3","1050.0300","81 79 72","118","2","2552755.3769369996 1216863.837219"
"489.3","1050.0300","81 79 72","118","2","2552755.376617 1216863.837219"
"491.43","1053.0700","56 57 55","133","21","2552752.837617 1216858.823219"
"492.03","1059.9680","53 53 51","215","6","2552755.726617 1216860.531219"
"492.15","1050.2530","62 61 58","228","2","2552755.451617 1216860.136219"
"493.28","1062.5820","64 63 60","115","6","2552754.410617 1216857.737219"
"494","1067.4330","76 74 71","160","6","2552755.680617 1216857.893219"
"494.01","1066.6150","76 74 71","94","6","2552755.684937 1216857.8772190001"
"494.01","1066.6150","76 74 71","94","6","2552755.684617 1216857.877219"
"494.26","1055.1960","123 121 101","166","6","2552758.047617 1216859.589219"
"497.66","1061.0260","105 97 84","102","6","2552758.002617 1216855.056219"
"498.85","1056.0170","180 177 158","232","6","2552761.144617 1216856.204219"
"500.01","1060.3660","114 98 81","172","6","2552760.0479369997 1216853.7152190001"
"500.01","1060.3660","114 98 81","172","6","2552760.047617 1216853.7152190001"
"501.29","1060.9490","128 115 97","117","6","2552761.649617 1216853.417219"
"501.89","1047.3270","85 72 63","126","3","2552761.903937 1216852.831219"
"502.8","1055.1690","120 113 93","209","6","2552764.192617 1216853.612219"
"503.55","1059.9860","83 64 55","95","6","2552760.740617 1216849.633219"
"504.64","1051.5700","119 112 93","118","22","2552765.348617 1216852.181219"
"504.92","1054.5780","121 91 77","143","22","2552762.652617 1216849.475219"
"504.93","1054.7270","139 126 111","214","22","2552762.322617 1216849.178219"
"505.01","1050.0050","111 85 70","132","22","2552762.681617 1216849.390219"
"505.24","1058.7230","140 121 99","183","6","2552764.4546169997 1216850.609219"
"506.32","1058.4000","150 138 111","129","22","2552762.678617 1216847.647219"
"506.43","1047.3950","158 147 120","34","2","2552763.001617 1216847.7862190001"
"507.1","1047.3150","119 110 91","195","3","2552765.862617 1216849.366219"
"509.11","1046.8860","162 155 129","1","3","2552766.5169369997 1216847.2792190001"
"509.11","1046.8860","162 155 129","1","3","2552766.516617 1216847.279219"
"510.3","1046.5840","119 118 85","95","3","2552766.780617 1216845.931219"
"513.53","1045.8720","95 97 58","137","3","2552770.644617 1216845.006219"
"514.47","1045.9110","93 94 57","56","3","2552767.749617 1216841.256219"
"517.32","1045.5070","93 95 57","131","3","2552771.794617 1216840.988219"
"522.44","1054.8970","67 67 44","15","5","2552775.376617 1216837.323219"
"522.79","1045.1830","60 61 37","110","3","2552775.240617 1216836.732219"
"524.18","1050.9960","76 77 45","89","5","2552776.175617 1216835.7152190001"
"524.33","1059.1000","82 81 52","215","5","2552776.916617 1216836.147219"
"524.49","1048.2780","75 75 44","32","5","2552775.1359369997 1216834.397219"
"524.49","1048.2780","75 75 44","32","5","2552775.135617 1216834.397219"
"525.57","1054.5930","86 83 58","225","5","2552775.382617 1216833.181219"
"525.9","1056.7940","69 67 47","196","5","2552776.4229369997 1216833.651219"
"525.9","1056.7940","69 67 47","196","5","2552776.422617 1216833.651219"
"526.76","1047.8240","113 109 93","167","4","2552778.018617 1216833.894219"
"526.89","1058.6490","90 86 66","236","5","2552777.775937 1216833.506219"
"527.19","1053.6700","63 58 43","145","5","2552779.129617 1216834.282219"
"527.99","1044.7060","146 141 116","121","7","2552780.433617 1216834.360219"
"528.01","1057.2120","97 93 69","41","5","2552778.289617 1216832.479219"
"528.85","1044.6740","142 138 110","96","7","2552778.056617 1216831.1612190001"
"530.36","1049.9200","136 131 105","209","5","2552782.2046169997 1216832.756219"
"530.37","1051.6990","144 138 112","135","5","2552779.374617 1216830.296219"
"531.01","1055.2180","83 80 54","36","5","2552781.863617 1216831.604219"
"531.84","1052.2450","117 111 87","254","5","2552782.5649369997 1216831.107219"
"531.84","1052.2450","117 111 87","254","5","2552782.564617 1216831.107219"
"531.92","1044.6310","148 141 117","252","7","2552780.988937 1216829.637219"
"531.92","1044.6310","148 141 117","252","7","2552780.988617 1216829.637219"
"532.37","1044.6130","135 129 104","252","7","2552781.860617 1216829.793219"
"535","1046.1830","238 243 239","62","21","2552781.516617 1216826.022219"
"535.69","1044.6420","147 139 124","178","7","2552785.613617 1216828.651219"
"538.09","1043.3710","120 118 103","158","23","2552784.820617 1216824.795219"
"539.72","1041.6970","100 90 68","194","2","2552788.408617 1216825.741219"
"540.45","1046.6110","85 81 59","205","5","2552786.234617 1216822.901219"
"540.76","1045.2590","93 88 67","171","5","2552786.698937 1216822.884219"
"540.76","1045.2590","93 88 67","171","5","2552786.698617 1216822.884219"
"542.11","1051.4780","95 86 71","60","6","2552785.743617 1216820.282219"
"542.6","1043.2630","101 92 71","62","4","2552788.496617 1216822.009219"
"544.48","1046.6690","79 67 56","254","5","2552789.064617 1216820.025219"
"544.76","1040.2660","78 66 56","171","3","2552788.877617 1216819.491219"
"545.98","1052.2720","111 98 83","190","6","2552788.817617 1216817.827219"
"546.42","1039.7510","94 83 65","251","3","2552790.2639369997 1216818.485219"
"546.42","1039.7510","94 83 65","251","3","2552790.263617 1216818.485219"
"546.91","1039.4010","84 81 49","182","3","2552792.703617 1216819.948219"
"547.83","1043.9950","72 67 47","148","5","2552792.183617 1216818.289219"
"548.32","1046.2130","91 83 60","134","5","2552791.1609369996 1216816.753219"
"548.44","1045.6990","105 99 81","120","22","2552789.948617 1216815.546219"
"548.59","1047.3380","65 59 36","92","5","2552793.4999369998 1216818.424219"
"548.59","1047.3380","65 59 36","92","5","2552793.499617 1216818.424219"
"548.61","1039.8190","102 95 78","8","22","2552790.331617 1216815.6612190001"
"548.73","1048.3210","91 85 56","240","5","2552792.328617 1216817.218219"
"551.25","1039.2670","85 77 55","183","2","2552794.405617 1216815.691219"
"551.61","1042.6090","159 151 135","163","5","2552792.681617 1216813.724219"
"552.55","1046.4820","98 91 64","168","5","2552795.027617 1216814.506219"
"553.74","1039.2670","84 85 48","181","3","2552793.666617 1216811.756219"
"554.34","1042.9150","101 94 66","27","5","2552796.800617 1216813.674219"
"555.89","1039.2810","98 93 62","69","3","2552797.837617 1216812.526219"
"558.14","1039.4090","101 99 65","201","4","2552796.680617 1216808.549219"
"559.95","1036.3430","69 68 65","21","7","2552799.394617 1216808.501219"
"560.36","1036.3360","60 61 58","80","7","2552799.5879369997 1216808.120219"
"560.36","1036.3360","60 61 58","80","7","2552799.587617 1216808.120219"
"560.4","1036.3130","61 60 59","58","2","2552799.9279369996 1216808.368219"
"563.09","1042.7610","58 57 55","241","6","2552802.971617 1216807.445219"
"563.41","1038.9410","45 46 43","112","22","2552802.047617 1216806.218219"
