"distance","altitude","color_packed","intensity","classification","coords"
"21.48","492.8600","213 225 211","178","31","2561709.7490000003 1205293.601"
"21.81","492.9450","217 227 209","71","18","2561709.372 1205293.074"
"21.86","493.3520","208 220 194","14","18","2561706.977 1205291.938"
"22.02","493.0110","216 227 209","255","18","2561709.0590000004 1205292.699"
"22.31","493.1480","228 237 216","186","2","2561708.0280000004 1205291.921"
"22.39","493.3020","214 225 201","171","2","2561707.196 1205291.449"
"22.41","493.0900","212 223 207","105","18","2561708.6810000003 1205292.104"
"22.45","492.9080","203 217 196","95","31","2561709.7780000004 1205292.56"
"22.54","492.9730","208 219 203","15","31","2561709.3510000003 1205292.263"
"22.63","492.8980","218 227 206","228","2","2561709.8880000003 1205292.408"
"22.63","492.8980","218 227 206","228","2","2561709.8880000003 1205292.408"
"22.9","493.2040","163 177 177","25","18","2561708.0160000003 1205291.263"
"22.9","493.2040","163 177 177","25","18","2561708.0160000003 1205291.263"
"23.02","493.1100","168 179 172","134","18","2561708.6300000004 1205291.408"
"23.24","493.2300","143 157 164","96","31","2561707.8340000003 1205290.803"
"23.35","492.9730","140 152 147","178","2","2561709.46 1205291.425"
"23.67","493.0330","112 123 132","245","2","2561709.3310000002 1205291.009"
"23.67","493.0330","112 123 132","245","2","2561709.3310000002 1205291.009"
"23.74","492.9690","158 174 168","57","31","2561710.298 1205291.374"
"23.88","493.3160","103 111 115","145","3","2561707.605 1205290.002"
"23.9","493.1360","129 143 150","87","2","2561708.5300000003 1205290.394"
"23.9","493.1360","129 143 150","87","2","2561708.5300000003 1205290.394"
"23.91","491.2560","240 247 237","236","2","2561707.6360000004 1205289.979"
"23.91","491.2560","240 247 237","236","2","2561707.6360000004 1205289.979"
"23.97","493.0400","159 175 163","226","3","2561710.858 1205291.377"
"24.05","491.0420","242 252 244","50","2","2561710.2490000003 1205291.013"
"24.1","491.1670","248 255 248","64","2","2561708.825 1205290.317"
"24.23","493.1420","168 187 184","248","3","2561709.808 1205290.617"
"24.23","493.1420","168 187 184","248","3","2561709.808 1205290.617"
"24.25","491.0300","161 167 162","2","2","2561710.605 1205290.955"
"24.25","491.0300","161 167 162","2","2","2561710.605 1205290.955"
"24.27","493.9150","218 225 206","223","29","2561711.162 1205291.182"
"24.28","493.2230","156 168 162","189","3","2561709.1440000003 1205290.263"
"24.31","491.1720","252 255 253","201","31","2561709.0840000003 1205290.197"
"24.32","494.3680","253 255 253","173","29","2561708.21 1205289.7920000001"
"24.33","493.1480","236 245 233","238","4","2561710.554 1205290.847"
"24.45","494.2520","124 127 126","48","29","2561709.5990000004 1205290.285"
"24.46","493.2390","240 247 238","51","3","2561709.173 1205290.077"
"24.54","492.2920","163 169 164","126","3","2561710.862 1205290.751"
"24.55","494.2510","237 239 235","53","29","2561709.436 1205290.097"
"24.55","494.2510","237 239 235","53","29","2561709.436 1205290.097"
"24.57","491.8190","117 117 116","145","4","2561710.8290000004 1205290.698"
"24.58","491.0380","127 131 129","98","2","2561709.96 1205290.297"
"24.59","493.0860","249 255 250","123","29","2561708.696 1205289.717"
"24.62","491.1100","115 117 119","152","2","2561708.73 1205289.695"
"24.62","491.1100","115 117 119","152","2","2561708.73 1205289.695"
"24.64","494.2630","157 166 161","125","29","2561710.507 1205290.482"
"24.68","494.0760","153 153 143","84","29","2561710.278 1205290.337"
"24.68","494.0760","153 153 143","84","29","2561710.2780000004 1205290.337"
"24.72","490.9120","187 191 178","108","18","2561710.8860000004 1205290.567"
"24.73","492.1840","100 102 104","164","29","2561708.524 1205289.489"
"24.75","494.2130","143 146 139","12","29","2561709.791 1205290.04"
"24.85","492.6340","189 205 196","54","3","2561709.7630000003 1205289.92"
"24.92","490.7590","136 140 132","227","31","2561711.4820000003 1205290.618"
"24.99","491.0550","108 113 119","215","2","2561708.2260000003 1205289.063"
"25.06","491.0230","149 152 147","187","31","2561709.369 1205289.508"
"25.1","490.9410","124 125 125","95","31","2561710.173 1205289.82"
"25.1","490.9410","124 125 125","95","31","2561710.173 1205289.82"
"25.14","493.4630","120 121 121","138","29","2561709.747 1205289.594"
"25.25","490.9990","101 104 108","173","31","2561708.99 1205289.128"
"25.25","490.9990","101 104 108","173","31","2561708.99 1205289.128"
"25.5","490.7190","133 136 132","120","18","2561711.304 1205289.894"
"25.51","490.7520","126 126 125","56","2","2561710.7210000004 1205289.621"
"25.95","490.5730","134 134 132","225","2","2561711.396 1205289.4510000001"
"26.07","490.7640","110 109 113","155","31","2561710.54 1205288.928"
"26.08","490.7670","77 81 94","237","2","2561710.2430000002 1205288.786"
"26.08","490.7670","77 81 94","237","2","2561710.2430000002 1205288.786"
"26.24","490.7510","110 114 123","239","31","2561709.0820000004 1205288.0790000001"
"26.27","490.6720","141 141 136","111","18","2561710.8770000003 1205288.854"
"26.27","490.6720","141 141 136","111","18","2561710.8770000003 1205288.854"
"26.58","490.3640","214 218 196","144","2","2561711.4910000004 1205288.793"
"26.58","490.3640","214 218 196","144","2","2561711.4910000004 1205288.793"
"26.65","490.7300","104 105 116","223","18","2561710.5050000004 1205288.271"
"26.67","490.7280","64 72 97","29","18","2561708.983 1205287.563"
"26.67","490.7280","64 72 97","29","18","2561708.983 1205287.563"
"26.72","490.7230","72 86 104","83","18","2561710.094 1205288.016"
"26.72","490.6720","89 92 106","59","2","2561710.2460000003 1205288.082"
"26.81","491.9780","99 104 114","174","4","2561710.1530000004 1205287.935"
"26.9","490.6340","151 155 150","131","18","2561710.9020000002 1205288.1770000001"
"26.95","492.0350","74 78 91","76","4","2561710.1530000004 1205287.783"
"27.03","490.0010","116 128 137","227","18","2561712.3970000003 1205288.712"
"27.06","490.6920","63 71 98","195","31","2561709.1380000003 1205287.209"
"27.08","493.8280","105 111 124","89","5","2561709.389 1205287.3"
"27.09","492.3500","97 102 107","7","4","2561710.679 1205287.874"
"27.09","493.7520","84 88 98","254","5","2561709.4000000004 1205287.289"
"27.14","492.0940","131 140 145","185","4","2561710.551 1205287.759"
"27.2","489.9900","194 207 191","211","2","2561711.372 1205288.0590000001"
"27.21","489.9840","120 127 123","195","31","2561712.0300000003 1205288.3460000001"
"27.21","491.8310","136 140 137","172","4","2561711.0250000004 1205287.891"
"27.26","493.0810","97 111 121","104","4","2561710.747 1205287.717"
"27.29","492.5090","96 106 116","185","4","2561710.6100000003 1205287.621"
"27.45","490.4830","97 108 120","104","18","2561710.1550000003 1205287.234"
"27.45","490.4820","97 108 120","104","18","2561710.1550000003 1205287.234"
"27.54","493.4450","125 133 138","147","5","2561709.7860000003 1205286.969"
"27.64","490.0020","109 115 116","93","31","2561711.344 1205287.57"
"27.68","491.4100","100 105 108","241","4","2561710.602 1205287.182"
"27.7","490.4370","89 93 99","215","2","2561709.483 1205286.664"
"27.7","490.4370","89 93 99","215","2","2561709.483 1205286.664"
"27.72","490.4730","112 116 118","188","31","2561709.7380000004 1205286.752"
"27.73","493.7800","129 138 140","58","5","2561709.943 1205286.837"
"27.73","493.7800","129 138 140","58","5","2561709.943 1205286.837"
"27.73","490.0180","142 145 139","19","31","2561710.909 1205287.273"
"27.74","491.5270","98 110 117","177","4","2561709.9140000003 1205286.809"
"27.74","491.5260","98 110 117","177","4","2561709.9140000003 1205286.8090000001"
"27.83","493.9220","86 101 113","160","5","2561709.213 1205286.393"
"27.85","493.7430","107 114 117","181","5","2561709.406 1205286.459"
"27.9","490.8840","135 140 135","190","4","2561711.23 1205287.225"
"27.9","490.8840","135 140 135","190","4","2561711.23 1205287.225"
"27.98","489.9930","90 97 104","191","31","2561712.22 1205287.587"
"28.01","489.9730","92 99 108","160","2","2561710.5790000004 1205286.82"
"28.04","493.7250","89 91 101","113","5","2561710.504 1205286.746"
"28.04","493.7250","89 91 101","113","5","2561710.504 1205286.746"
"28.07","492.6720","102 116 124","74","4","2561709.737 1205286.366"
"28.12","492.9530","105 112 118","7","4","2561709.369 1205286.143"
"28.15","493.6290","105 113 120","222","5","2561709.534 1205286.185"
"28.2","489.9220","124 130 120","236","2","2561710.9050000003 1205286.752"
"28.2","493.9700","102 106 108","245","5","2561710.8970000003 1205286.756"
"28.38","489.9770","88 101 113","130","18","2561711.274 1205286.724"
"28.42","493.6240","81 96 107","103","5","2561709.878 1205286.046"
"28.44","490.1480","112 122 126","92","3","2561710.1870000004 1205286.17"
"28.5","489.9200","102 108 109","238","31","2561711.3230000003 1205286.614"
"28.62","489.8770","113 124 116","242","31","2561712.1550000003 1205286.857"
"28.62","489.8770","113 124 116","242","31","2561712.1550000003 1205286.857"
"28.62","489.8770","72 89 107","33","18","2561713.014 1205287.251"
"28.66","491.2320","95 107 117","215","4","2561709.5470000003 1205285.633"
"28.68","490.8190","94 108 119","78","4","2561709.7800000003 1205285.715"
"28.72","489.9030","108 119 123","47","2","2561710.233 1205285.876"
"28.73","493.5760","135 153 131","255","5","2561711.2890000003 1205286.349"
"28.78","490.0430","144 159 138","24","3","2561711.0110000004 1205286.17"
"28.8","492.5700","136 153 132","202","4","2561710.8490000004 1205286.0760000001"
"28.83","492.1940","92 107 107","133","4","2561710.0470000003 1205285.6770000001"
"28.87","493.1430","106 111 108","34","5","2561710.757 1205285.9510000001"
"28.87","494.2300","110 124 119","116","5","2561710.358 1205285.769"
"28.94","491.7400","101 108 109","226","4","2561709.8490000004 1205285.465"
"28.94","491.7400","101 108 109","226","4","2561709.8490000004 1205285.465"
"28.99","489.8410","138 158 135","48","31","2561713.015 1205286.841"
"28.99","489.8410","138 158 135","48","31","2561713.014 1205286.84"
"29.03","489.8680","96 109 117","140","18","2561711.011 1205285.888"
"29.03","489.8680","96 109 117","140","18","2561711.0110000004 1205285.888"
"29.03","492.1480","128 136 122","243","4","2561711.237 1205285.996"
"29.05","492.9150","85 100 111","51","4","2561710.129 1205285.467"
"29.06","492.0570","152 171 145","10","4","2561711.077 1205285.884"
"29.13","489.9840","114 123 116","222","31","2561710.1010000003 1205285.374"
"29.16","493.6430","132 151 126","139","5","2561711.301 1205285.884"
"29.19","493.8500","121 126 119","50","5","2561710.95 1205285.682"
"29.29","489.8020","119 131 113","181","2","2561711.3430000003 1205285.759"
"29.29","489.8020","119 131 113","181","2","2561711.3430000003 1205285.759"
"29.32","493.6680","98 111 121","29","5","2561710.325 1205285.258"
"29.38","492.5210","125 132 119","60","4","2561711.378 1205285.675"
"29.38","492.5200","125 132 119","60","4","2561711.378 1205285.675"
"29.39","493.3400","101 115 124","20","5","2561710.5250000004 1205285.28"
"29.39","493.3400","101 115 124","20","5","2561710.5250000004 1205285.28"
"29.43","492.7730","117 124 120","135","4","2561710.429 1205285.188"
"29.48","494.0270","105 118 127","22","5","2561710.734 1205285.27"
"29.48","494.0260","105 118 127","22","5","2561710.733 1205285.269"
"29.53","493.7970","122 138 126","123","5","2561710.129 1205284.94"
"29.56","491.4100","82 96 107","18","4","2561710.3060000003 1205284.996"
"29.59","489.8040","129 142 125","2","31","2561710.882 1205285.2210000001"
"29.67","489.8000","131 154 125","138","31","2561712.5790000004 1205285.897"
"29.74","492.4870","145 167 140","77","4","2561711.6550000003 1205285.398"
"29.75","493.6600","80 97 112","28","5","2561711.2010000004 1205285.192"
"29.85","489.7730","138 156 131","255","18","2561711.2380000004 1205285.097"
"29.87","489.7730","109 129 109","177","31","2561713.142 1205285.93"
"29.87","489.7730","109 129 109","177","31","2561713.142 1205285.93"
"29.89","490.8600","130 141 124","179","4","2561711.173 1205285.021"
"29.95","489.7850","69 86 94","26","31","2561713.585 1205286.04"
"29.96","493.4890","94 109 121","73","5","2561710.659 1205284.712"
"29.99","489.7950","128 144 125","157","2","2561710.6580000003 1205284.682"
"29.99","490.9200","128 144 126","226","4","2561710.9110000003 1205284.795"
"30.08","490.8140","131 144 133","50","4","2561710.3320000004 1205284.428"
"30.1","489.8400","103 117 125","75","3","2561710.3400000003 1205284.4170000001"
"30.1","489.8400","103 117 125","75","3","2561710.3400000003 1205284.4170000001"
"30.24","489.7370","65 83 103","1","18","2561712.399 1205285.195"
"30.26","489.7040","110 130 107","103","2","2561711.233 1205284.644"
"30.33","490.9560","146 161 145","162","4","2561710.426 1205284.199"
"30.38","492.6840","134 148 136","141","4","2561710.389 1205284.128"
"30.63","492.8410","135 150 136","211","5","2561710.723 1205284.009"
"30.7","492.3200","80 95 101","92","4","2561711.5220000003 1205284.2920000001"
"30.7","492.3200","80 95 101","92","4","2561711.5220000003 1205284.2920000001"
"30.75","489.7040","108 121 129","44","18","2561710.804 1205283.913"
"30.82","489.7670","75 94 111","161","18","2561712.369 1205284.538"
"30.91","493.1150","58 77 103","73","5","2561710.906 1205283.778"
"30.93","492.6550","121 136 118","0","4","2561711.291 1205283.937"
"30.94","492.9320","111 126 122","56","5","2561710.6580000003 1205283.633"
"31","489.6630","68 86 102","51","2","2561713.3740000003 1205284.8020000001"
"31.08","489.7080","71 89 107","49","18","2561713.8030000003 1205284.9000000001"
"31.15","491.8160","127 143 122","106","4","2561710.744 1205283.445"
"31.26","489.6770","68 87 106","240","31","2561713.6010000003 1205284.611"
"31.3","489.6480","105 125 108","61","2","2561711.19 1205283.479"
"31.51","489.6440","60 78 103","255","31","2561713.417 1205284.256"
"31.51","489.6430","60 78 103","255","31","2561713.417 1205284.256"
"31.64","489.7160","56 74 91","194","18","2561712.4560000002 1205283.678"
"31.64","489.7160","56 74 91","194","18","2561712.4560000002 1205283.678"
"31.7","490.6210","50 68 87","112","4","2561713.963 1205284.296"
"31.7","491.1340","56 75 90","242","4","2561713.73 1205284.195"
"31.78","489.5900","69 88 108","105","31","2561711.0810000002 1205282.908"
"31.81","490.5420","57 74 91","245","4","2561712.3630000004 1205283.457"
"31.97","490.4490","54 74 101","161","4","2561714.4200000004 1205284.207"
"31.97","490.4490","54 74 101","161","4","2561714.4200000004 1205284.207"
"31.97","489.7100","58 77 95","111","2","2561712.017 1205283.118"
"32.03","489.6670","45 63 93","144","31","2561714.3740000003 1205284.118"
"32.16","489.6220","64 85 108","58","31","2561713.361 1205283.523"
"32.24","489.5900","72 91 112","59","2","2561711.4280000003 1205282.553"
"32.26","490.5250","43 59 85","66","4","2561714.517 1205283.937"
"32.27","491.0730","51 71 102","116","4","2561714.1580000003 1205283.759"
"32.27","491.0730","51 71 102","116","4","2561714.1580000003 1205283.759"
"32.3","489.9410","55 74 103","240","3","2561712.446 1205282.948"
"32.32","489.6870","53 73 100","168","3","2561713.9930000002 1205283.624"
"32.51","489.7800","49 69 99","153","3","2561714.257 1205283.536"
"32.62","489.6340","65 87 111","90","31","2561713.328 1205282.9980000001"
"32.66","489.6530","52 74 100","240","31","2561713.7920000004 1205283.161"
"32.66","489.6530","52 74 100","240","31","2561713.7920000004 1205283.161"
"32.86","490.8620","48 69 96","198","4","2561714.473 1205283.252"
"32.95","489.5860","58 76 94","10","2","2561711.4740000004 1205281.803"
"32.95","489.5860","58 76 94","10","2","2561711.4740000004 1205281.803"
"33.02","491.6840","45 62 89","159","4","2561714.8940000003 1205283.273"
"33.04","491.1510","51 71 102","205","4","2561714.754 1205283.185"
"33.04","491.1510","51 71 102","205","4","2561714.754 1205283.185"
"33.04","489.5180","67 89 115","242","31","2561712.1700000004 1205282.016"
"33.05","489.4870","46 62 89","218","3","2561714.2660000003 1205282.9510000001"
"33.09","489.2830","53 72 95","232","3","2561712.94 1205282.303"
"33.14","488.8930","43 59 86","112","2","2561714.304 1205282.864"
"33.15","488.8550","47 64 89","222","2","2561713.784 1205282.628"
"33.18","491.7490","47 67 94","234","4","2561714.878 1205283.082"
"33.31","488.8980","56 76 103","219","2","2561712.6780000003 1205281.952"
"33.31","490.0080","54 74 103","96","4","2561713.004 1205282.094"
"33.34","488.8650","51 71 98","133","18","2561713.534 1205282.3020000001"
"33.63","488.8360","49 65 91","132","31","2561713.156 1205281.817"
"33.63","488.8360","49 65 91","132","31","2561713.156 1205281.817"
"33.73","490.8520","58 79 110","185","4","2561714.696 1205282.401"
"33.75","488.7870","55 71 96","45","2","2561711.69 1205281.021"
"33.75","488.7870","55 71 96","45","2","2561711.69 1205281.021"
"33.77","488.8290","51 68 93","23","2","2561712.7410000004 1205281.475"
"33.79","488.8280","57 74 101","221","31","2561712.199 1205281.209"
"33.9","488.8640","57 78 108","140","18","2561714.838 1205282.28"
"34.04","488.8380","50 66 94","162","18","2561713.4910000004 1205281.519"
"34.62","488.8380","57 78 109","9","2","2561715.2380000004 1205281.671"
"34.62","488.8380","57 78 109","9","2","2561715.2380000004 1205281.671"
"34.65","488.8310","55 76 107","184","31","2561712.5110000004 1205280.401"
"34.88","488.8380","59 81 113","231","31","2561712.953 1205280.3460000001"
"34.93","488.8330","60 80 110","157","18","2561713.7610000004 1205280.654"
"34.93","488.8330","60 80 110","157","18","2561713.7610000004 1205280.655"
"34.99","488.8260","58 75 102","255","31","2561712.477 1205280.013"
"35.05","488.8160","65 86 117","225","31","2561714.862 1205281.028"
"35.33","488.8160","62 82 111","4","2","2561713.031 1205279.891"
"35.45","488.8500","57 77 108","6","31","2561715.9170000004 1205281.063"
"35.65","488.8330","61 82 114","235","31","2561714.5390000003 1205280.226"
"35.83","488.8360","51 66 94","49","31","2561714.2180000003 1205279.878"
"35.93","488.8330","51 66 94","118","31","2561713.321 1205279.3630000001"
"35.99","488.8330","63 83 115","0","2","2561715.6580000003 1205280.359"
"36.1","488.8350","60 80 110","68","2","2561715.2920000004 1205280.063"
"36.31","488.8400","58 79 111","187","31","2561714.801 1205279.614"
"36.64","488.8340","65 85 115","59","31","2561713.9680000003 1205278.88"
"36.64","488.8330","65 85 115","59","31","2561713.9680000003 1205278.8800000001"
"36.86","488.8110","61 81 111","78","2","2561715.1440000003 1205279.165"
"36.87","488.8620","57 78 112","161","31","2561716.4370000004 1205279.743"
"37.19","488.8090","68 88 117","184","2","2561714.9370000004 1205278.715"
"37.19","488.8090","68 88 117","184","2","2561714.9370000004 1205278.715"
"37.19","488.8330","62 81 110","31","31","2561714.176 1205278.371"
"37.26","488.8310","60 81 113","214","31","2561714.7920000004 1205278.57"
"37.62","488.8350","61 81 112","242","31","2561715.865 1205278.655"
"37.75","488.8230","52 73 105","228","2","2561714.0080000004 1205277.678"
"37.91","488.8680","55 76 110","6","31","2561715.744 1205278.286"
"37.93","488.8310","47 67 100","62","2","2561715.929 1205278.35"
"37.93","488.8310","47 67 100","62","2","2561715.929 1205278.35"
"38","488.8280","53 73 107","27","2","2561714.463 1205277.611"
"38","488.8280","53 73 107","27","2","2561714.463 1205277.611"
"38.05","495.7800","167 190 204","91","6","2561713.744 1205277.231"
"38.05","497.5880","74 76 89","205","6","2561716.2550000004 1205278.361"
"38.12","497.0420","115 122 136","110","6","2561715.44 1205277.914"
"38.12","497.0420","115 122 136","110","6","2561715.44 1205277.914"
"38.14","496.1630","129 136 149","84","6","2561714.003 1205277.249"
"38.14","496.1620","129 136 149","84","6","2561714.003 1205277.249"
"38.15","496.7010","150 155 157","104","6","2561714.9080000003 1205277.648"
"38.15","496.7010","150 155 157","104","6","2561714.9080000003 1205277.648"
"38.24","488.8400","60 79 111","57","31","2561716.7780000004 1205278.393"
"38.31","497.6340","130 139 150","150","6","2561716.321 1205278.1060000001"
"38.31","497.6340","130 139 150","150","6","2561716.321 1205278.106"
"38.36","488.8120","54 70 98","172","2","2561715.163 1205277.53"
"38.43","496.8920","135 135 135","127","6","2561715.2950000004 1205277.516"
"38.49","497.9180","135 144 156","157","6","2561716.889 1205278.1670000001"
"38.51","490.8520","102 126 152","75","22","2561715.8910000003 1205277.688"
"38.58","496.1340","138 141 141","204","6","2561714.1380000003 1205276.824"
"38.58","496.1330","138 141 141","204","6","2561714.1380000003 1205276.824"
"38.6","493.2990","140 167 188","250","22","2561716.6580000003 1205277.938"
"38.6","496.8120","153 157 156","232","6","2561715.29 1205277.327"
"38.61","495.9420","168 193 207","17","22","2561716.963 1205278.07"
"38.61","495.9420","168 193 207","17","22","2561716.963 1205278.07"
"38.62","490.2200","99 122 149","114","22","2561716.023 1205277.634"
"38.62","490.2200","99 122 149","114","22","2561716.023 1205277.634"
"38.62","491.0690","137 163 184","49","22","2561716.6700000004 1205277.925"
"38.65","485.2080","58 79 110","200","2","2561713.6520000002 1205276.53"
"38.65","489.5860","123 150 175","60","22","2561716.6840000004 1205277.898"
"38.66","494.4890","149 173 193","43","22","2561717.1300000004 1205278.087"
"38.68","490.9630","134 159 183","145","22","2561715.315 1205277.242"
"38.68","494.3020","151 178 194","105","22","2561715.111 1205277.154"
"38.68","490.9630","134 159 183","145","22","2561715.315 1205277.242"
"38.68","494.3020","151 178 194","105","22","2561715.111 1205277.155"
"38.68","495.0980","114 133 154","73","22","2561716.994 1205278.003"
"38.69","490.1980","57 77 105","146","22","2561715.321 1205277.239"
"38.69","490.1980","57 77 105","146","22","2561715.321 1205277.239"
"38.69","489.3520","96 121 151","231","3","2561716.051 1205277.57"
"38.69","494.2320","151 174 193","235","22","2561716.0450000004 1205277.562"
"38.7","488.8230","224 225 227","29","3","2561713.757 1205276.521"
"38.7","492.8770","152 178 196","231","22","2561717.0730000003 1205278.021"
"38.7","488.8230","224 225 227","29","3","2561713.757 1205276.521"
"38.7","492.8770","152 178 196","231","22","2561717.0730000003 1205278.021"
"38.7","492.0420","83 104 133","124","22","2561715.1240000003 1205277.134"
"38.7","494.6460","135 154 172","180","22","2561715.5280000004 1205277.317"
"38.7","497.2920","155 159 159","253","6","2561716.024 1205277.5420000001"
"38.71","490.5540","137 162 183","168","22","2561717.0810000002 1205278.016"
"38.72","492.0960","146 173 192","31","22","2561717.091 1205278.006"
"38.72","492.0950","146 173 192","31","22","2561717.091 1205278.006"
"38.72","488.8760","197 200 205","100","2","2561715.909 1205277.474"
"38.73","493.1770","78 101 131","232","22","2561715.352 1205277.212"
"38.73","493.1770","78 101 131","232","22","2561715.352 1205277.212"
"38.73","489.3260","77 102 135","109","3","2561715.352 1205277.212"
"38.74","490.3650","132 158 181","68","22","2561714.398 1205276.771"
"38.74","493.4060","133 159 181","203","22","2561714.844 1205276.965"
"38.74","490.3650","132 158 181","68","22","2561714.398 1205276.771"
"38.74","493.4060","133 159 181","203","22","2561714.844 1205276.965"
"38.74","496.4780","148 149 150","42","6","2561714.7950000004 1205276.94"
"38.75","490.4410","129 155 177","215","22","2561713.9680000003 1205276.557"
"38.75","492.4100","80 103 136","99","22","2561715.3740000003 1205277.195"
"38.76","495.2930","184 202 218","57","22","2561716.248 1205277.581"
"38.76","495.2920","184 202 218","57","22","2561716.247 1205277.58"
"38.77","489.0280","118 148 175","34","3","2561714.6300000004 1205276.839"
"38.77","489.0280","118 148 175","34","3","2561714.6300000004 1205276.839"
"38.77","490.9270","133 160 182","172","22","2561714.122 1205276.604"
"38.77","490.9270","133 160 182","172","22","2561714.122 1205276.604"
"38.77","492.0450","105 129 156","233","22","2561716.6070000003 1205277.729"
"38.79","494.0040","168 194 207","175","22","2561713.977 1205276.519"
"38.79","494.0040","168 194 207","175","22","2561713.977 1205276.519"
"38.79","491.9750","137 162 183","152","22","2561714.645 1205276.824"
"38.8","490.9940","139 165 185","240","22","2561714.4000000004 1205276.705"
"38.8","490.9940","139 165 185","240","22","2561714.4000000004 1205276.705"
"38.8","489.6140","122 148 172","90","22","2561713.781 1205276.421"
"38.8","493.8760","159 184 199","75","22","2561714.4050000003 1205276.7010000001"
"38.81","492.4900","146 172 190","202","22","2561713.781 1205276.408"
"38.81","492.4890","146 172 190","202","22","2561713.781 1205276.408"
"38.81","493.0620","149 174 192","100","22","2561714.156 1205276.5760000001"
"38.82","489.6500","126 153 178","66","22","2561714.6750000003 1205276.8"
"38.82","492.7200","143 168 188","25","22","2561714.6700000004 1205276.803"
"38.83","493.4530","150 176 200","101","22","2561715.7920000004 1205277.293"
"38.84","492.1140","144 169 188","59","22","2561713.8170000003 1205276.394"
"38.95","497.8120","115 121 134","222","6","2561717 1205277.709"
"38.99","492.3880","55 75 105","52","22","2561715.963 1205277.2010000001"
"39.11","496.7270","139 141 139","227","6","2561715.372 1205276.8"
"39.26","497.5470","129 134 137","198","6","2561716.696 1205277.236"
"39.29","496.9150","140 141 138","20","6","2561715.7240000004 1205276.766"
"39.38","495.9970","134 142 154","156","6","2561714.294 1205276.013"
"39.39","497.0200","135 137 135","200","6","2561715.952 1205276.758"
"39.58","496.4770","134 144 154","90","6","2561715.088 1205276.153"
"39.58","496.4770","134 144 154","90","6","2561715.088 1205276.153"
"39.63","497.4000","143 145 146","231","6","2561716.605 1205276.79"
"39.9","496.2220","141 144 142","25","6","2561714.9200000004 1205275.729"
"40.03","497.6550","130 132 137","99","6","2561717.227 1205276.628"
"40.19","496.6990","138 144 136","104","6","2561715.8320000004 1205275.823"
"40.42","495.9940","184 194 187","184","6","2561714.747 1205275.084"
"40.43","497.9240","151 154 156","106","6","2561717.8000000003 1205276.448"
"40.52","496.9800","164 169 160","42","6","2561716.365 1205275.698"
"40.58","496.2390","139 154 167","100","6","2561715.146 1205275.084"
"40.73","497.3650","128 137 148","148","6","2561717.0220000003 1205275.773"
"40.73","497.3650","128 137 148","148","6","2561717.0220000003 1205275.773"
"40.78","497.8840","123 131 143","94","6","2561717.869 1205276.097"
"40.78","497.8840","123 131 143","94","6","2561717.869 1205276.097"
"40.93","497.5350","140 142 144","228","6","2561717.4480000003 1205275.743"
"40.96","496.5660","133 141 146","239","6","2561715.8490000004 1205274.989"
"40.96","496.5660","133 141 146","239","6","2561715.8490000004 1205274.989"
"41","494.6500","178 191 188","73","22","2561715.24 1205274.668"
"41","494.6500","178 191 188","73","22","2561715.24 1205274.668"
"41.09","497.0110","144 148 148","14","6","2561716.669 1205275.214"
"41.09","497.0110","144 148 148","14","6","2561716.669 1205275.214"
"41.13","496.1680","134 145 149","40","6","2561715.352 1205274.573"
"41.13","496.1680","134 145 149","40","6","2561715.352 1205274.573"
"41.38","495.7930","153 178 180","124","6","2561714.8830000004 1205274.09"
"41.5","484.9750","134 160 180","48","2","2561714.895 1205273.962"
"41.5","495.9450","94 106 109","243","6","2561715.166 1205274.084"
"41.64","497.4730","121 131 145","116","6","2561717.6380000003 1205275.047"
"41.64","497.4720","121 131 145","116","6","2561717.6380000003 1205275.047"
"41.72","496.0040","81 94 111","9","6","2561715.348 1205273.93"
"41.92","496.7640","74 85 106","197","6","2561716.6700000004 1205274.3"
"41.97","485.1990","146 171 189","71","3","2561715.311 1205273.628"
"41.98","496.5860","115 123 138","170","6","2561716.3770000003 1205274.104"
"42.08","485.4080","141 167 184","49","3","2561715.159 1205273.442"
"42.1","496.1650","63 78 112","16","6","2561715.72 1205273.671"
"42.2","497.4560","69 79 95","127","6","2561717.8490000004 1205274.5250000001"
"42.23","497.9530","107 112 136","126","6","2561718.628 1205274.85"
"42.27","496.3380","66 78 106","253","6","2561716.0960000004 1205273.658"
"42.3","496.9960","73 86 107","98","6","2561717.176 1205274.114"
"42.49","496.7320","54 62 85","248","6","2561716.824 1205273.749"
"42.49","496.7320","54 62 85","248","6","2561716.824 1205273.749"
"42.82","497.0910","55 63 85","84","6","2561715.733 1205272.888"
"42.86","497.7580","178 196 206","238","6","2561717.9740000004 1205273.857"
"42.87","496.1480","125 146 165","20","6","2561716.0500000003 1205272.982"
"42.87","497.4530","148 180 193","174","6","2561716.912 1205273.371"
"42.91","497.0740","167 192 211","103","6","2561717.398 1205273.545"
"42.94","498.1190","183 201 209","250","6","2561718.757 1205274.1230000001"
"42.97","496.5280","101 117 138","161","6","2561716.6670000004 1205273.147"
"42.99","497.4270","162 183 193","52","6","2561716.808 1205273.197"
"43.15","498.2370","170 189 193","12","6","2561719.1300000004 1205274.07"
"43.19","497.3070","158 172 178","241","6","2561716.443 1205272.807"
"43.19","497.3070","158 172 178","241","6","2561716.443 1205272.807"
"43.32","497.9580","144 156 161","182","6","2561718.362 1205273.533"
