"distance","altitude","color_packed","intensity","classification","coords"
"12.62","508.1720","142 159 165","162","6","2561705.926 1205301.6"
"12.63","504.2610","116 128 110","234","6","2561703.7800000003 1205300.621"
"12.64","501.3880","121 134 115","113","6","2561703.7920000004 1205300.611"
"12.69","507.1420","249 250 250","85","6","2561705.9280000003 1205301.53"
"12.69","507.1420","249 250 250","85","6","2561705.9280000003 1205301.53"
"12.71","500.0980","123 135 117","172","6","2561703.8030000003 1205300.547"
"12.78","504.3160","103 112 112","187","6","2561705.551 1205301.253"
"12.78","504.3160","103 112 112","187","6","2561705.551 1205301.253"
"12.83","498.6180","142 157 136","153","6","2561703.953 1205300.475"
"12.84","504.2440","153 152 103","126","6","2561704.4220000003 1205300.675"
"12.84","504.2440","153 152 103","126","6","2561704.4220000003 1205300.675"
"12.89","501.4050","255 255 255","108","6","2561705.298 1205301.019"
"12.89","501.4050","255 255 255","108","6","2561705.298 1205301.019"
"12.89","505.4050","182 190 157","50","6","2561703.997 1205300.435"
"13.02","495.7510","88 109 132","20","2","2561704.369 1205300.455"
"13.02","502.1790","108 120 99","112","6","2561703.909 1205300.246"
"13.04","505.1910","153 166 164","124","6","2561705.4910000004 1205300.94"
"13.04","505.1910","153 166 164","124","6","2561705.4910000004 1205300.94"
"13.05","499.8720","110 134 145","51","6","2561703.983 1205300.252"
"13.09","505.1260","144 143 96","228","6","2561704.5190000003 1205300.452"
"13.1","505.1790","151 170 175","176","6","2561706.102 1205301.155"
"13.13","498.5490","72 86 104","245","6","2561705.004 1205300.624"
"13.15","495.9750","76 95 100","14","2","2561703.2210000004 1205299.796"
"13.16","498.6020","123 145 161","189","6","2561705.0960000004 1205300.628"
"13.16","498.6020","123 145 161","189","6","2561705.0960000004 1205300.628"
"13.17","505.9770","216 229 208","110","6","2561704.4930000002 1205300.351"
"13.24","496.2230","48 64 95","202","3","2561704.5250000004 1205300.289"
"13.24","501.3930","99 117 141","2","6","2561704.7490000003 1205300.391"
"13.31","501.5010","193 219 214","209","6","2561705.473 1205300.641"
"13.31","501.5010","193 219 214","209","6","2561705.473 1205300.641"
"13.31","500.0200","103 117 94","75","6","2561703.713 1205299.844"
"13.33","495.9530","103 117 94","233","2","2561703.737 1205299.827"
"13.36","495.8310","69 85 106","177","3","2561705.0990000004 1205300.415"
"13.36","495.8310","69 85 106","177","3","2561705.0990000004 1205300.415"
"13.37","501.3440","120 133 107","148","6","2561703.949 1205299.883"
"13.39","504.2010","150 157 123","54","6","2561703.966 1205299.867"
"13.45","495.7830","47 64 95","100","2","2561704.5840000003 1205300.084"
"13.45","505.1530","144 156 138","51","6","2561704.074 1205299.856"
"13.53","505.1950","149 167 172","66","6","2561706.094 1205300.6770000001"
"13.54","505.9930","141 145 104","28","6","2561704.1330000004 1205299.783"
"13.6","506.0830","119 127 98","104","6","2561703.96 1205299.638"
"13.6","506.0830","119 127 98","104","6","2561703.96 1205299.638"
"13.61","505.1980","170 184 186","170","6","2561705.7350000003 1205300.43"
"13.63","499.9050","136 137 87","24","6","2561704.017 1205299.631"
"13.63","499.9050","136 137 87","24","6","2561704.017 1205299.631"
"13.63","504.2160","229 240 223","195","6","2561705.1470000003 1205300.144"
"13.81","504.1990","208 219 198","160","6","2561705.2780000004 1205300.002"
"13.81","504.1990","208 219 198","160","6","2561705.2780000004 1205300.002"
"13.96","505.1870","152 156 116","197","6","2561704.7070000004 1205299.5760000001"
"14.01","505.4510","136 139 103","4","6","2561704.491 1205299.425"
"14.01","505.4510","136 139 103","4","6","2561704.4910000004 1205299.425"
"14.02","505.2680","152 168 176","55","6","2561707.094 1205300.594"
"14.02","505.2680","152 168 176","55","6","2561707.094 1205300.594"
"14.02","501.3930","85 94 94","3","6","2561704.577 1205299.452"
"14.09","505.4610","106 114 83","176","6","2561704.196 1205299.212"
"14.13","505.4600","185 194 178","106","6","2561705.098 1205299.567"
"14.19","504.2220","189 197 165","72","6","2561704.966 1205299.445"
"14.2","505.1840","125 140 148","110","6","2561706.2920000004 1205300.036"
"14.23","499.8600","198 225 223","184","6","2561704.4110000003 1205299.147"
"14.38","499.9610","151 158 118","116","6","2561704.1130000004 1205298.847"
"14.38","504.2390","191 202 176","0","6","2561704.963 1205299.2380000001"
"14.38","499.9610","151 158 118","116","6","2561704.1130000004 1205298.847"
"14.38","504.2390","191 202 176","0","6","2561704.963 1205299.2380000001"
"14.44","495.9490","106 120 95","24","31","2561704.1360000004 1205298.796"
"14.45","495.9060","222 235 219","249","18","2561704.355 1205298.886"
"14.45","495.9050","222 235 219","249","18","2561704.355 1205298.886"
"14.49","504.2370","152 171 178","30","6","2561705.943 1205299.5520000001"
"14.53","501.3890","207 234 224","52","6","2561704.375 1205298.8"
"14.57","505.1360","120 134 142","119","6","2561706.909 1205299.908"
"14.57","505.1360","120 134 142","119","6","2561706.909 1205299.908"
"14.6","505.3500","158 166 124","167","6","2561704.7060000002 1205298.878"
"14.63","504.2440","187 196 180","138","6","2561705.3680000002 1205299.138"
"14.64","502.3790","137 148 119","51","6","2561704.531 1205298.758"
"14.64","502.3790","137 148 119","51","6","2561704.531 1205298.758"
"14.7","505.2580","181 197 165","35","6","2561704.5810000002 1205298.715"
"14.74","505.5780","83 84 84","1","6","2561705.1070000003 1205298.9000000001"
"14.74","505.5780","83 84 84","1","6","2561705.1070000003 1205298.9000000001"
"14.76","500.2010","136 156 149","91","6","2561704.7240000004 1205298.705"
"14.94","493.0880","205 220 202","52","2","2561706.051 1205299.114"
"14.94","493.0880","205 220 202","52","2","2561706.051 1205299.114"
"14.95","493.2760","195 209 193","244","2","2561705.1130000004 1205298.682"
"14.97","504.2190","176 194 188","123","6","2561706.9220000003 1205299.469"
"15.05","504.2100","151 167 149","222","6","2561704.6530000004 1205298.357"
"15.05","504.2100","151 167 149","222","6","2561704.6530000004 1205298.357"
"15.07","492.8450","200 217 201","87","2","2561707.105 1205299.449"
"15.09","493.2620","208 223 206","164","2","2561704.8740000003 1205298.41"
"15.09","493.2610","208 223 206","164","2","2561704.8740000003 1205298.41"
"15.09","501.5300","150 155 122","116","6","2561704.784 1205298.377"
"15.09","501.5700","103 109 98","5","6","2561705.5050000004 1205298.702"
"15.12","504.1990","158 170 149","1","6","2561705.808 1205298.805"
"15.17","495.8140","128 139 113","159","6","2561704.7550000004 1205298.276"
"15.27","499.8640","104 118 104","61","6","2561704.5900000003 1205298.084"
"15.27","499.8640","104 118 104","61","6","2561704.5900000003 1205298.084"
"15.31","499.9890","175 190 173","223","6","2561704.696 1205298.099"
"15.31","499.9890","175 190 173","223","6","2561704.696 1205298.099"
"15.31","495.7590","139 170 177","131","22","2561705.202 1205298.324"
"15.33","501.4730","201 217 202","194","6","2561705.4760000003 1205298.428"
"15.34","504.9510","123 135 131","118","6","2561705.3430000003 1205298.354"
"15.34","504.9510","123 135 131","118","6","2561705.3430000003 1205298.354"
"15.34","505.0760","154 161 124","31","6","2561704.7070000004 1205298.06"
"15.34","505.0760","154 161 124","31","6","2561704.7070000004 1205298.06"
"15.35","501.5170","203 218 202","249","6","2561706.2070000004 1205298.729"
"15.36","501.3640","199 212 192","217","6","2561704.9710000004 1205298.161"
"15.4","492.9150","210 227 211","194","18","2561707.1130000004 1205299.084"
"15.42","501.4100","205 220 204","31","6","2561706.3800000004 1205298.732"
"15.45","500.0540","128 141 128","220","6","2561705.0560000003 1205298.097"
"15.47","502.4930","219 234 205","114","6","2561704.7580000004 1205297.9510000001"
"15.49","504.1910","108 123 133","227","6","2561707.1780000003 1205299.016"
"15.49","504.1910","108 123 133","227","6","2561707.1780000003 1205299.016"
"15.5","501.4050","191 206 193","62","6","2561706.861 1205298.864"
"15.59","501.3550","182 198 185","77","6","2561705.47 1205298.131"
"15.66","493.1190","201 217 200","215","2","2561705.575 1205298.109"
"15.66","500.0090","106 119 115","155","6","2561704.7490000003 1205297.7380000001"
"15.73","504.2110","199 215 198","75","6","2561706.7070000004 1205298.539"
"15.76","504.8450","144 180 183","58","6","2561707.392 1205298.823"
"15.78","504.9290","139 172 180","140","6","2561707.1520000002 1205298.682"
"15.8","504.2400","157 163 147","24","6","2561705.649 1205297.986"
"15.8","504.2400","157 163 147","24","6","2561705.649 1205297.986"
"15.82","500.1120","150 163 147","145","6","2561705.122 1205297.729"
"15.82","501.3890","85 94 96","57","6","2561704.8860000004 1205297.621"
"15.84","492.8200","193 210 194","194","2","2561707.6410000003 1205298.843"
"15.84","492.8200","193 210 194","194","2","2561707.6410000003 1205298.843"
"15.86","504.2060","194 203 172","249","6","2561705.1700000004 1205297.7040000001"
"15.87","505.2190","249 252 244","234","6","2561705.166 1205297.692"
"15.89","501.3550","207 222 205","202","6","2561706.4910000004 1205298.266"
"15.91","505.1950","133 143 112","241","6","2561704.9370000004 1205297.5420000001"
"15.93","493.4770","215 233 218","129","7","2561704.7550000004 1205297.435"
"15.94","504.2230","174 191 165","79","6","2561704.949 1205297.518"
"15.95","505.1750","208 220 204","161","6","2561706.2 1205298.067"
"15.96","502.3860","113 124 111","124","6","2561704.9570000004 1205297.501"
"15.96","502.3860","113 124 111","124","6","2561704.9570000004 1205297.501"
"15.96","505.0420","212 233 224","70","6","2561707.1810000003 1205298.501"
"15.97","493.2610","218 235 218","155","2","2561705.577 1205297.763"
"15.98","493.0640","212 228 212","89","3","2561707.0960000004 1205298.445"
"15.98","504.2110","248 250 247","244","6","2561706.0330000003 1205297.962"
"16","493.1750","212 229 212","52","2","2561706.0820000004 1205297.962"
"16","493.1750","212 229 212","52","2","2561706.0820000004 1205297.962"
"16","502.3880","194 212 206","224","6","2561705.041 1205297.492"
"16.01","501.3790","210 225 210","165","6","2561706.841 1205298.296"
"16.05","504.2370","200 220 209","122","6","2561707.358 1205298.486"
"16.05","504.2370","200 220 209","122","6","2561707.358 1205298.486"
"16.12","495.9530","99 113 111","236","31","2561704.628 1205297.171"
"16.12","495.9530","99 113 111","236","31","2561704.628 1205297.171"
"16.13","505.1000","92 103 108","67","6","2561707.409 1205298.425"
"16.13","505.1000","92 103 108","67","6","2561707.409 1205298.425"
"16.21","501.3360","246 251 242","200","6","2561705.636 1205297.533"
"16.21","501.3360","246 251 242","200","6","2561705.6360000004 1205297.533"
"16.26","495.9490","201 221 212","50","4","2561706.791 1205297.999"
"16.28","495.7830","157 181 176","221","3","2561705.5250000004 1205297.405"
"16.28","495.7830","157 181 176","221","3","2561705.5250000004 1205297.405"
"16.29","501.5430","170 113 120","93","6","2561706.065 1205297.633"
"16.29","501.5430","170 113 120","93","6","2561706.065 1205297.633"
"16.45","499.6720","206 225 213","45","6","2561705.179 1205297.063"
"16.47","501.7510","173 193 189","0","6","2561707.825 1205298.232"
"16.47","501.7510","173 193 189","0","6","2561707.825 1205298.232"
"16.58","501.3620","217 223 207","225","6","2561705.9390000002 1205297.261"
"16.59","501.3360","198 213 195","67","6","2561705.3260000004 1205296.974"
"16.64","496.0170","217 235 225","4","4","2561706.869 1205297.614"
"16.64","496.0170","217 235 225","4","4","2561706.869 1205297.614"
"16.66","501.3600","162 171 159","108","6","2561707.608 1205297.932"
"16.71","492.9200","217 232 215","210","18","2561707.77 1205297.948"
"16.71","492.9200","217 232 215","210","18","2561707.77 1205297.948"
"16.71","502.1960","169 183 163","88","6","2561705.264 1205296.812"
"16.75","496.8840","157 170 155","254","4","2561705.4740000004 1205296.8630000001"
"16.76","495.9060","79 86 91","191","2","2561704.754 1205296.533"
"16.76","495.9050","79 86 91","191","2","2561704.754 1205296.533"
"16.76","502.3310","152 164 144","228","6","2561705.2380000004 1205296.749"
"16.79","498.5640","215 231 215","221","6","2561706.27 1205297.18"
"16.8","495.7510","214 232 216","200","4","2561706.3060000003 1205297.182"
"16.81","499.6360","220 235 217","72","6","2561705.23 1205296.687"
"16.85","496.7490","210 225 208","136","4","2561705.328 1205296.687"
"16.89","498.5760","204 221 204","30","6","2561705.8970000003 1205296.898"
"16.91","501.7370","221 238 222","86","6","2561707.932 1205297.8020000001"
"16.94","501.3730","216 230 213","38","6","2561707.1130000004 1205297.397"
"16.94","501.3730","216 230 213","38","6","2561707.1130000004 1205297.397"
"16.94","495.7590","85 103 116","11","31","2561705.338 1205296.594"
"17.08","495.7320","140 153 141","255","4","2561707.473 1205297.401"
"17.08","498.5500","186 202 185","225","6","2561706.784 1205297.094"
"17.14","495.7590","139 157 154","187","4","2561706.2550000004 1205296.793"
"17.21","493.4600","197 202 174","159","4","2561707.842 1205297.43"
"17.23","501.3710","226 238 217","120","6","2561708.0080000004 1205297.482"
"17.25","501.3680","215 226 209","201","6","2561706.105 1205296.6"
"17.25","501.3680","215 226 209","201","6","2561706.105 1205296.6"
"17.26","498.5940","97 97 109","66","6","2561705.3260000004 1205296.239"
"17.28","498.5010","196 214 198","172","6","2561708.2380000004 1205297.533"
"17.29","493.2490","118 107 97","222","2","2561705.952 1205296.491"
"17.29","501.3570","128 128 128","173","6","2561705.348 1205296.219"
"17.31","499.4930","195 211 194","64","6","2561707.149 1205297.006"
"17.34","495.7540","195 213 197","123","5","2561708.2970000003 1205297.491"
"17.34","495.9600","221 233 215","93","4","2561706.702 1205296.776"
"17.34","502.3680","218 226 207","165","5","2561705.4850000003 1205296.219"
"17.34","502.3050","234 241 230","222","6","2561707.523 1205297.148"
"17.36","502.3070","231 239 224","56","6","2561706.821 1205296.807"
"17.37","493.5010","148 139 128","106","31","2561705.1610000003 1205296.038"
"17.37","495.9820","55 70 88","38","4","2561704.986 1205295.969"
"17.37","496.2830","171 189 188","112","4","2561706.25 1205296.533"
"17.39","499.5360","188 204 187","30","6","2561706.268 1205296.522"
"17.39","499.5350","188 204 187","30","6","2561706.267 1205296.522"
"17.41","496.4770","96 99 109","208","4","2561705.4540000004 1205296.131"
"17.41","496.4770","96 99 109","208","4","2561705.4540000004 1205296.131"
"17.41","499.6240","200 219 202","195","6","2561708.27 1205297.401"
"17.41","501.3840","218 233 217","211","6","2561707.0420000004 1205296.849"
"17.42","502.0740","243 248 233","254","6","2561707.2090000003 1205296.908"
"17.42","502.0740","243 248 233","254","6","2561707.2090000003 1205296.908"
"17.43","493.0350","168 163 132","61","2","2561706.7580000004 1205296.698"
"17.44","502.4370","245 248 236","145","6","2561706.4310000003 1205296.536"
"17.44","502.4370","245 248 236","145","6","2561706.4310000003 1205296.536"
"17.45","496.1510","171 174 152","71","5","2561707.8740000003 1205297.178"
"17.46","498.5010","212 229 213","42","6","2561706.8830000004 1205296.7210000001"
"17.46","498.5010","212 229 213","42","6","2561706.8830000004 1205296.7210000001"
"17.46","496.7560","184 202 186","229","5","2561708.291 1205297.364"
"17.47","499.5420","199 215 198","121","6","2561707.416 1205296.957"
"17.47","502.3620","194 208 191","47","6","2561707.622 1205297.043"
"17.47","502.3860","245 249 241","136","6","2561708.29 1205297.349"
"17.48","492.7040","204 213 195","229","2","2561708.0840000003 1205297.239"
"17.48","492.7040","233 242 224","95","2","2561708.304 1205297.344"
"17.5","496.1480","128 127 117","150","4","2561706.781 1205296.634"
"17.5","498.5300","209 225 209","88","6","2561707.952 1205297.1670000001"
"17.51","499.5610","201 216 200","96","6","2561707.9540000004 1205297.158"
"17.52","494.3570","174 175 142","240","4","2561707.9340000004 1205297.133"
"17.55","501.4050","245 249 241","29","6","2561708.318 1205297.2750000001"
"17.58","501.5250","243 249 239","164","6","2561708.5590000004 1205297.3460000001"
"17.68","496.9750","95 92 96","36","4","2561705.3460000004 1205295.78"
"17.76","495.8140","201 208 182","52","5","2561708.193 1205296.982"
"17.82","496.1190","129 121 87","222","5","2561707.923 1205296.796"
"17.82","496.1190","129 121 87","222","5","2561707.923 1205296.796"
"17.84","496.9340","143 151 136","196","4","2561706.132 1205295.962"
